時間	一般恐嚇取財	擄人勒贖	侵占	偽造文書印文	第一級毒品	第二級毒品	第三級毒品	第四級毒品	其他
93年 9月	 19 	 1 	 9 	 10 	 100 	 66 	0	0	 50 
93年 10月	 2 	0	 3 	 7 	 86 	 85 	 1 	0	 56 
93年 11月	 22 	 1 	 3 	 6 	 89 	 79 	 2 	0	 70 
93年 12月	 11 	 3 	 2 	 6 	 51 	 59 	 2 	0	 50 
94年	 174 	 7 	 57 	 93 	 2,123 	 1,640 	 14 	 1 	 469 
94年 1月	 20 	0	 5 	 11 	 227 	 230 	 2 	0	 44 
94年 2月	 6 	 2 	 1 	 6 	 97 	 105 	0	0	 22 
94年 3月	 7 	 1 	0	 10 	 129 	 85 	0	0	 29 
94年 4月	 10 	0	 5 	 8 	 102 	 90 	 1 	0	 63 
94年 5月	 10 	 1 	 7 	 5 	 102 	 104 	 2 	0	 93 
94年 6月	 27 	0	 4 	 8 	 136 	 89 	 3 	0	 78 
94年 7月	 6 	0	 7 	 9 	 157 	 159 	 3 	0	 67 
94年 8月	 23 	0	 6 	 11 	 262 	 213 	0	0	 48 
94年 9月	 23 	0	 3 	 1 	 264 	 208 	 2 	0	 11 
94年 10月	 8 	 2 	 6 	 6 	 266 	 178 	 1 	0	 8 
94年 11月	 8 	 1 	 9 	 15 	 229 	 119 	0	0	 4 
94年 12月	 26 	0	 4 	 3 	 152 	 60 	0	 1 	 2 
95年	 273 	 8 	 274 	 297 	 2,864 	 1,991 	 32 	 1 	 26 
95年 1月	 11 	 2 	 4 	 7 	 369 	 221 	 1 	0	 5 
95年 2月	 5 	 2 	 4 	 12 	 208 	 87 	 1 	0	 4 
95年 3月	 9 	0	 3 	 5 	 156 	 89 	 1 	0	 1 
95年 4月	 9 	 1 	 7 	 7 	 152 	 123 	 2 	0	 2 
95年 5月	 25 	0	 5 	 11 	 157 	 103 	 2 	0	 6 
95年 6月	 13 	0	 7 	 10 	 183 	 109 	0	0	 2 
95年 7月	 18 	 1 	 7 	 18 	 296 	 220 	 1 	 1 	 1 
95年 8月	 24 	0	 8 	 10 	 295 	 238 	 2 	0	 2 
95年 9月	 42 	0	 3 	 18 	 225 	 175 	0	0	0
95年 10月	 16 	 1 	 5 	 15 	 229 	 165 	 6 	0	0
95年 11月	 59 	 1 	 169 	 122 	 363 	 301 	 12 	0	 3 
95年 12月	 42 	0	 52 	 62 	 231 	 160 	 4 	0	0
96年	 627 	 9 	 593 	 572 	 3,539 	 3,655 	 77 	0	 2 
96年 1月	 45 	 1 	 50 	 43 	 215 	 172 	 4 	0	0
96年 2月	 40 	0	 29 	 32 	 373 	 304 	 4 	0	0
96年 3月	 24 	 1 	 49 	 46 	 212 	 193 	0	0	0
96年 4月	 56 	 1 	 35 	 31 	 235 	 187 	 2 	0	0
96年 5月	 64 	0	 35 	 34 	 241 	 272 	 10 	0	0
96年 6月	 74 	0	 43 	 48 	 227 	 249 	 5 	0	0
96年 7月	 30 	 1 	 44 	 50 	 340 	 344 	 13 	0	0
96年 8月	 66 	 2 	 75 	 57 	 320 	 376 	 10 	0	0
96年 9月	 48 	 2 	 53 	 55 	 343 	 430 	 7 	0	0
96年 10月	 53 	 1 	 53 	 63 	 392 	 464 	 8 	0	 1 
96年 11月	 36 	0	 61 	 55 	 309 	 342 	 8 	0	0
96年 12月	 91 	0	 66 	 58 	 332 	 322 	 6 	0	 1 
97年	 345 	 5 	 670 	 691 	 4,077 	 3,461 	 107 	 1 	 5 
97年 1月	 24 	 1 	 43 	 50 	 401 	 381 	 7 	0	0
97年 2月	 17 	 1 	 48 	 38 	 344 	 304 	 6 	0	0
97年 3月	 20 	0	 59 	 56 	 324 	 296 	 8 	0	0
97年 4月	 20 	0	 52 	 50 	 328 	 298 	 10 	0	0
97年 5月	 61 	0	 60 	 59 	 328 	 252 	 13 	0	 1 
97年 6月	 21 	0	 53 	 62 	 323 	 265 	 6 	0	0
97年 7月	 30 	0	 59 	 70 	 374 	 371 	 15 	 1 	0
97年 8月	 23 	 1 	 59 	 75 	 429 	 376 	 9 	0	0
97年 9月	 46 	0	 48 	 66 	 357 	 274 	 6 	0	 1 
97年 10月	 31 	 1 	 52 	 66 	 325 	 234 	 11 	0	 2 
97年 11月	 32 	 1 	 57 	 44 	 283 	 183 	 9 	0	 1 
97年 12月	 20 	0	 80 	 55 	 261 	 227 	 7 	0	0
98年	 399 	 2 	 699 	 836 	 3,192 	 4,881 	 132 	 3 	 3 
98年 1月	 26 	0	 47 	 46 	 340 	 328 	 9 	0	0
98年 2月	 30 	0	 49 	 82 	 277 	 314 	 11 	0	0
98年 3月	 23 	0	 73 	 80 	 274 	 309 	 14 	0	0
98年 4月	 20 	0	 74 	 54 	 231 	 325 	 11 	0	 1 
98年 5月	 20 	0	 48 	 81 	 228 	 363 	 5 	 1 	0
98年 6月	 34 	 1 	 45 	 58 	 235 	 355 	 11 	0	 1 
98年 7月	 57 	0	 56 	 80 	 252 	 456 	 14 	 2 	0
98年 8月	 27 	0	 56 	 67 	 269 	 470 	 21 	0	0
98年 9月	 29 	0	 49 	 68 	 303 	 481 	 8 	0	 1 
98年 10月	 54 	 1 	 75 	 75 	 267 	 476 	 9 	0	0
98年 11月	 47 	0	 57 	 64 	 269 	 479 	 8 	0	0
98年 12月	 32 	0	 70 	 81 	 247 	 525 	 11 	0	0
99年	 255 	 2 	 842 	 706 	 2,405 	 6,036 	 154 	 5 	0
99年 1月	 25 	0	 51 	 94 	 185 	 397 	 16 	 1 	0
99年 2月	 28 	0	 79 	 49 	 304 	 650 	 15 	0	0
99年 3月	 21 	0	 79 	 76 	 236 	 533 	 9 	0	0
99年 4月	 13 	0	 80 	 60 	 224 	 466 	 12 	0	0
99年 5月	 18 	0	 84 	 64 	 225 	 480 	 19 	 1 	0
99年 6月	 36 	0	 64 	 44 	 180 	 451 	 15 	0	0
99年 7月	 25 	 1 	 65 	 64 	 175 	 516 	 8 	0	0
99年 8月	 7 	0	 76 	 60 	 210 	 549 	 26 	0	0
99年 9月	 17 	 1 	 57 	 51 	 179 	 521 	 12 	0	0
99年 10月	 21 	0	 76 	 56 	 171 	 520 	 6 	 1 	0
99年 11月	 27 	0	 68 	 39 	 163 	 508 	 9 	 2 	0
99年 12月	 17 	0	 63 	 49 	 153 	 445 	 7 	0	0
100年	 262 	0	 835 	 464 	 1,861 	 5,880 	 184 	 7 	 1 
100年 1月	 27 	0	 67 	 38 	 183 	 568 	 10 	0	0
100年 2月	 21 	0	 50 	 25 	 117 	 397 	 7 	0	0
100年 3月	 19 	0	 64 	 39 	 152 	 493 	 9 	0	0
100年 4月	 21 	0	 71 	 36 	 165 	 465 	 11 	0	0
100年 5月	 25 	0	 65 	 47 	 136 	 501 	 14 	0	0
100年 6月	 19 	0	 74 	 32 	 126 	 413 	 3 	0	0
100年 7月	 22 	0	 70 	 35 	 186 	 489 	 26 	 2 	0
100年 8月	 10 	0	 78 	 40 	 229 	 622 	 34 	 1 	0
100年 9月	 17 	0	 65 	 47 	 131 	 499 	 16 	 2 	0
100年 10月	 15 	0	 79 	 37 	 165 	 485 	 20 	 1 	0
100年 11月	 25 	0	 83 	 42 	 161 	 524 	 16 	0	0
100年 12月	 41 	0	 69 	 46 	 110 	 424 	 18 	 1 	 1 
101年	 214 	 2 	 910 	 502 	 1,629 	 5,632 	 498 	 1 	 2 
101年 1月	 24 	0	 47 	 29 	 106 	 388 	 25 	 1 	0
101年 2月	 24 	0	 72 	 32 	 127 	 462 	 37 	0	0
101年 3月	 34 	 1 	 83 	 56 	 125 	 489 	 31 	0	0
101年 4月	 15 	0	 86 	 47 	 142 	 482 	 20 	0	0
101年 5月	 40 	0	 81 	 49 	 174 	 522 	 20 	0	0
101年 6月	 5 	0	 61 	 27 	 101 	 336 	 26 	0	 1 
101年 7月	 18 	 1 	 79 	 43 	 157 	 470 	 66 	0	 1 
101年 8月	 18 	0	 65 	 37 	 167 	 606 	 126 	0	0
101年 9月	 17 	0	 89 	 43 	 137 	 513 	 28 	0	0
101年 10月	 6 	0	 90 	 49 	 137 	 432 	 28 	0	0
101年 11月	 5 	0	 89 	 47 	 139 	 497 	 35 	0	0
101年 12月	 8 	0	 68 	 43 	 117 	 435 	 56 	0	0
102年	 132 	0	 786 	 469 	 1,546 	 5,546 	 505 	 4 	 2 
102年 1月	 16 	0	 85 	 45 	 112 	 420 	 71 	0	0
102年 2月	 18 	0	 38 	 31 	 96 	 332 	 69 	 1 	0
102年 3月	 13 	0	 91 	 57 	 176 	 627 	 53 	0	0
102年 4月	 9 	0	 63 	 34 	 128 	 458 	 40 	0	 1 
102年 5月	 7 	0	 68 	 38 	 151 	 483 	 30 	0	0
102年 6月	 18 	0	 61 	 29 	 119 	 391 	 24 	 1 	0
102年 7月	 4 	0	 61 	 40 	 126 	 513 	 77 	0	 1 
102年 8月	 9 	0	 66 	 43 	 129 	 450 	 45 	0	0
102年 9月	 6 	0	 69 	 51 	 118 	 487 	 25 	 1 	0
102年 10月	 11 	0	 71 	 40 	 141 	 482 	 31 	0	0
102年 11月	 11 	0	 56 	 35 	 143 	 491 	 22 	 1 	0
102年 12月	 10 	0	 57 	 26 	 107 	 412 	 18 	0	0
103年	 96 	 1 	 771 	 456 	 1,610 	 5,303 	 265 	 2 	 1 
103年 1月	 4 	0	 66 	 36 	 124 	 468 	 29 	 1 	0
103年 2月	 5 	0	 51 	 30 	 128 	 447 	 21 	0	0
103年 3月	 7 	0	 71 	 36 	 145 	 447 	 17 	0	0
103年 4月	 11 	 1 	 67 	 53 	 141 	 410 	 14 	0	 1 
103年 5月	 10 	0	 54 	 35 	 144 	 476 	 23 	0	0
103年 6月	 10 	0	 60 	 37 	 148 	 424 	 16 	0	0
103年 7月	 6 	0	 55 	 38 	 103 	 459 	 36 	0	0
103年 8月	 12 	0	 64 	 27 	 137 	 476 	 38 	0	0
103年 9月	 8 	0	 64 	 44 	 146 	 458 	 25 	0	0
103年 10月	 9 	0	 70 	 46 	 138 	 471 	 15 	0	0
103年 11月	 4 	0	 65 	 39 	 145 	 392 	 9 	0	0
103年 12月	 10 	0	 84 	 35 	 111 	 375 	 22 	 1 	0
104年	 134 	 1 	 822 	 460 	 1,746 	 6,804 	 466 	0	0
104年 1月	 10 	0	 57 	 36 	 88 	 390 	 16 	0	0
104年 2月	 8 	0	 33 	 25 	 108 	 351 	 30 	0	0
104年 3月	 18 	0	 69 	 37 	 122 	 530 	 19 	0	0
104年 4月	 19 	0	 69 	 54 	 157 	 551 	 27 	0	0
104年 5月	 12 	0	 73 	 44 	 177 	 624 	 36 	0	0
104年 6月	 11 	0	 67 	 35 	 148 	 565 	 39 	0	0
104年 7月	 10 	0	 71 	 25 	 148 	 641 	 82 	0	0
104年 8月	 10 	0	 81 	 43 	 168 	 723 	 105 	0	0
104年 9月	 12 	0	 73 	 46 	 152 	 600 	 45 	0	0
104年 10月	 7 	0	 80 	 41 	 167 	 630 	 25 	0	0
104年 11月	 7 	 1 	 71 	 38 	 168 	 614 	 30 	0	0
104年 12月	 10 	0	 78 	 36 	 143 	 585 	 12 	0	0
105年	 88 	 2 	 885 	 456 	 1,848 	 8,008 	 367 	 1 	 1 
105年 1月	 9 	0	 68 	 44 	 148 	 561 	 26 	0	0
105年 2月	 8 	0	 61 	 27 	 109 	 430 	 15 	0	0
105年 3月	 9 	0	 82 	 39 	 158 	 623 	 21 	0	0
105年 4月	 6 	0	 67 	 27 	 156 	 648 	 27 	0	0
105年 5月	 13 	0	 79 	 40 	 162 	 790 	 31 	 1 	0
105年 6月	 9 	 1 	 86 	 30 	 147 	 633 	 26 	0	0
105年 7月	 2 	0	 55 	 30 	 175 	 895 	 87 	0	0
105年 8月	 8 	 1 	 85 	 60 	 173 	 901 	 76 	0	0
105年 9月	 9 	0	 68 	 29 	 148 	 573 	 7 	0	0
105年 10月	 6 	0	 82 	 39 	 169 	 671 	 19 	0	0
105年 11月	 4 	0	 71 	 49 	 155 	 630 	 17 	0	 1 
105年 12月	 5 	0	 81 	 42 	 148 	 653 	 15 	0	0
