時間,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,
89年, 14,071 , 3,694 , 125 , 928 , 12 , 347 , 130 , 76 , 141 ,
92年 11月, 1,731 , 365 , 2 , 20 , - , 19 , 39 , 11 , 6 ,
92年 12月, 1,440 , 488 , 1 , 9 , 1 , 18 , 95 , 7 , 9 ,
93年, 21,545 , 6,507 , 85 , 388 , 9 , 169 , 1,457 , 61 , 141 ,
93年 1月, 1,615 , 442 , 10 , 27 , 1 , 9 , 40 , 1 , 11 ,
93年 2月, 1,493 , 487 , 9 , 22 , 1 , 16 , 81 , 5 , 8 ,
93年 3月, 1,421 , 536 , 5 , 55 , - , 20 , 63 , 4 , 14 ,
93年 4月, 1,814 , 537 , 6 , 16 , 1 , 10 , 86 , 6 , 4 ,
93年 5月, 1,932 , 552 , 10 , 17 , 1 , 15 , 169 , 2 , 8 ,
93年 6月, 1,888 , 469 , 4 , 55 , 1 , 14 , 151 , 9 , 15 ,
93年 7月, 1,942 , 491 , 13 , 22 , - , 14 , 125 , 9 , 9 ,
93年 8月, 1,788 , 515 , 3 , 37 , 1 , 14 , 123 , 5 , 11 ,
93年 9月, 1,843 , 583 , 2 , 49 , 1 , 20 , 165 , 5 , 15 ,
93年 10月, 2,073 , 648 , 6 , 30 , - , 18 , 171 , 4 , 13 ,
93年 11月, 2,054 , 685 , 12 , 42 , 1 , 15 , 168 , 4 , 18 ,
93年 12月, 1,682 , 562 , 5 , 16 , 1 , 4 , 115 , 7 , 15 ,
94年, 26,127 , 7,293 , 95 , 570 , 3 , 186 , 2,359 , 84 , 123 ,
94年 1月, 2,369 , 602 , 12 , 64 , - , 14 , 124 , 6 , 11 ,
94年 2月, 1,571 , 449 , 6 , 44 , 1 , 9 , 81 , 2 , 3 ,
94年 3月, 1,920 , 613 , 6 , 37 , - , 19 , 221 , 4 , 12 ,
94年 4月, 1,796 , 655 , 8 , 47 , - , 13 , 177 , 4 , 9 ,
94年 5月, 1,838 , 591 , 10 , 86 , - , 17 , 220 , 8 , 9 ,
94年 6月, 1,856 , 638 , 11 , 47 , - , 14 , 190 , 11 , 11 ,
94年 7月, 2,305 , 603 , 6 , 53 , 1 , 15 , 257 , 8 , 8 ,
94年 8月, 3,471 , 604 , 4 , 57 , - , 14 , 457 , 8 , 11 ,
94年 9月, 2,195 , 536 , 4 , 27 , - , 13 , 202 , 11 , 7 ,
94年 10月, 2,235 , 561 , 4 , 24 , - , 16 , 147 , 9 , 15 ,
94年 11月, 2,635 , 723 , 20 , 46 , - , 31 , 122 , 8 , 12 ,
94年 12月, 1,936 , 718 , 4 , 38 , 1 , 11 , 161 , 5 , 15 ,
95年, 24,669 , 5,505 , 165 , 1,264 , 11 , 1,123 , 2,982 , 226 , 166 ,
95年 1月, 2,333 , 601 , 18 , 127 , - , 9 , 266 , 4 , 15 ,
95年 2月, 1,783 , 510 , 16 , 291 , - , 10 , 389 , 4 , 6 ,
95年 3月, 1,748 , 525 , 3 , 154 , 2 , 18 , 86 , 3 , 14 ,
95年 4月, 1,817 , 527 , 13 , 45 , - , 26 , 120 , 5 , 17 ,
95年 5月, 1,788 , 435 , 8 , 38 , - , 33 , 137 , 14 , 12 ,
95年 6月, 1,851 , 412 , 9 , 36 , - , 35 , 217 , 14 , 8 ,
95年 7月, 2,300 , 457 , 13 , 70 , 2 , 38 , 299 , 8 , 12 ,
95年 8月, 2,605 , 553 , 34 , 79 , 2 , 41 , 327 , 11 , 17 ,
95年 9月, 2,046 , 472 , 10 , 57 , 2 , 34 , 284 , 13 , 16 ,
95年 10月, 2,104 , 373 , 5 , 41 , 1 , 47 , 162 , 20 , 14 ,
95年 11月, 2,286 , 382 , 25 , 211 , 2 , 688 , 460 , 92 , 28 ,
95年 12月, 2,008 , 258 , 11 , 115 , - , 144 , 235 , 38 , 7 ,
96年, 22,558 , 4,151 , 241 , 1,296 , 9 , 2,293 , 5,263 , 597 , 209 ,
96年 1月, 1,838 , 362 , 11 , 130 , 1 , 177 , 291 , 26 , 16 ,
96年 2月, 1,701 , 274 , 16 , 249 , 2 , 90 , 317 , 27 , 13 ,
96年 3月, 1,539 , 345 , 13 , 123 , 1 , 140 , 303 , 41 , 18 ,
96年 4月, 1,404 , 292 , 21 , 73 , 1 , 144 , 275 , 49 , 9 ,
96年 5月, 1,805 , 368 , 40 , 104 , - , 147 , 381 , 35 , 14 ,
96年 6月, 1,710 , 333 , 18 , 55 , - , 178 , 263 , 54 , 13 ,
96年 7月, 2,036 , 374 , 25 , 67 , 1 , 218 , 382 , 49 , 19 ,
96年 8月, 2,249 , 359 , 23 , 104 , 1 , 256 , 569 , 61 , 25 ,
96年 9月, 2,171 , 343 , 21 , 152 , - , 246 , 665 , 50 , 22 ,
96年 10月, 2,248 , 411 , 18 , 67 , - , 269 , 672 , 76 , 20 ,
96年 11月, 1,989 , 357 , 19 , 87 , 1 , 229 , 566 , 68 , 14 ,
96年 12月, 1,868 , 333 , 16 , 85 , 1 , 199 , 579 , 61 , 26 ,
97年, 21,746 , 3,892 , 299 , 1,580 , 10 , 2,394 , 6,705 , 726 , 172 ,
97年 1月, 1,858 , 384 , 28 , 143 , 2 , 200 , 588 , 55 , 15 ,
97年 2月, 1,601 , 301 , 21 , 224 , - , 128 , 436 , 38 , 13 ,
97年 3月, 1,798 , 350 , 31 , 201 , 1 , 200 , 482 , 50 , 18 ,
97年 4月, 1,959 , 355 , 40 , 109 , - , 179 , 522 , 52 , 13 ,
97年 5月, 1,915 , 385 , 22 , 112 , - , 191 , 566 , 44 , 10 ,
97年 6月, 1,929 , 392 , 25 , 90 , 2 , 223 , 497 , 53 , 14 ,
97年 7月, 2,118 , 315 , 35 , 110 , 2 , 194 , 558 , 75 , 20 ,
97年 8月, 2,158 , 282 , 33 , 150 , 1 , 212 , 575 , 78 , 15 ,
97年 9月, 1,774 , 346 , 23 , 93 , 1 , 234 , 552 , 66 , 14 ,
97年 10月, 1,687 , 282 , 18 , 165 , 1 , 215 , 676 , 94 , 20 ,
97年 11月, 1,527 , 261 , 13 , 80 , - , 212 , 651 , 62 , 11 ,
97年 12月, 1,422 , 239 , 10 , 103 , - , 206 , 602 , 59 , 9 ,
98年, 16,250 , 2,502 , 226 , 2,101 , 6 , 2,502 , 7,809 , 829 , 203 ,
98年 1月, 1,807 , 240 , 21 , 379 , - , 155 , 483 , 47 , 19 ,
98年 2月, 1,451 , 203 , 30 , 260 , - , 219 , 511 , 47 , 15 ,
98年 3月, 1,282 , 247 , 18 , 198 , 1 , 220 , 557 , 73 , 16 ,
98年 4月, 1,275 , 242 , 21 , 190 , - , 179 , 607 , 66 , 13 ,
98年 5月, 1,348 , 224 , 14 , 136 , - , 187 , 546 , 55 , 12 ,
98年 6月, 1,203 , 197 , 12 , 130 , 1 , 229 , 579 , 70 , 15 ,
98年 7月, 1,363 , 212 , 17 , 122 , - , 218 , 744 , 72 , 18 ,
98年 8月, 1,313 , 249 , 19 , 136 , 1 , 200 , 661 , 66 , 16 ,
98年 9月, 1,331 , 164 , 13 , 106 , 1 , 199 , 737 , 80 , 23 ,
98年 10月, 1,358 , 178 , 30 , 155 , - , 265 , 787 , 90 , 18 ,
98年 11月, 1,244 , 161 , 19 , 154 , 1 , 212 , 714 , 84 , 20 ,
98年 12月, 1,275 , 185 , 12 , 135 , 1 , 219 , 883 , 79 , 18 ,
99年, 12,623 , 1,541 , 203 , 1,904 , 3 , 2,615 , 6,335 , 1,178 , 193 ,
99年 1月, 859 , 151 , 10 , 113 , - , 207 , 806 , 81 , 12 ,
99年 2月, 1,933 , 164 , 43 , 461 , - , 146 , 631 , 72 , 23 ,
99年 3月, 915 , 143 , 19 , 126 , - , 250 , 615 , 79 , 14 ,
99年 4月, 964 , 135 , 19 , 98 , - , 208 , 578 , 103 , 10 ,
99年 5月, 1,081 , 144 , 12 , 166 , - , 204 , 534 , 93 , 9 ,
99年 6月, 950 , 122 , 9 , 113 , - , 252 , 570 , 113 , 15 ,
99年 7月, 1,073 , 107 , 13 , 153 , - , 241 , 468 , 81 , 18 ,
99年 8月, 1,066 , 115 , 24 , 170 , 1 , 291 , 487 , 108 , 23 ,
99年 9月, 1,081 , 138 , 21 , 142 , - , 198 , 488 , 102 , 18 ,
99年 10月, 977 , 148 , 12 , 178 , 1 , 209 , 357 , 113 , 24 ,
99年 11月, 938 , 88 , 14 , 109 , - , 232 , 405 , 110 , 11 ,
99年 12月, 786 , 86 , 7 , 75 , 1 , 177 , 396 , 123 , 16 ,
100年, 11,799 , 1,126 , 177 , 2,020 , - , 2,717 , 4,303 , 1,355 , 181 ,
100年 1月, 1,472 , 139 , 28 , 355 , - , 219 , 476 , 93 , 11 ,
100年 2月, 1,104 , 73 , 40 , 253 , - , 190 , 371 , 85 , 14 ,
100年 3月, 792 , 80 , 8 , 168 , - , 256 , 422 , 104 , 14 ,
100年 4月, 864 , 127 , 7 , 121 , - , 207 , 347 , 109 , 14 ,
100年 5月, 1,011 , 90 , 17 , 113 , - , 251 , 421 , 119 , 16 ,
100年 6月, 977 , 71 , 11 , 104 , - , 229 , 283 , 110 , 17 ,
100年 7月, 1,119 , 97 , 18 , 139 , - , 241 , 377 , 127 , 16 ,
100年 8月, 1,020 , 88 , 14 , 154 , - , 207 , 325 , 129 , 14 ,
100年 9月, 965 , 77 , 11 , 167 , - , 203 , 334 , 104 , 3 ,
100年 10月, 1,012 , 123 , 9 , 177 , - , 259 , 303 , 115 , 21 ,
100年 11月, 851 , 84 , 7 , 134 , - , 226 , 346 , 136 , 18 ,
100年 12月, 612 , 77 , 7 , 135 , - , 229 , 298 , 124 , 23 ,
101年, 11,465 , 1,039 , 155 , 2,140 , 5 , 2,634 , 4,184 , 1,570 , 181 ,
101年 1月, 1,416 , 102 , 23 , 327 , - , 162 , 228 , 82 , 14 ,
101年 2月, 943 , 67 , 13 , 221 , - , 209 , 265 , 123 , 11 ,
101年 3月, 799 , 74 , 17 , 159 , 1 , 247 , 357 , 102 , 16 ,
101年 4月, 837 , 104 , 12 , 165 , - , 202 , 441 , 128 , 18 ,
101年 5月, 869 , 107 , 12 , 145 , 1 , 236 , 316 , 138 , 21 ,
101年 6月, 709 , 85 , 10 , 126 , - , 187 , 298 , 119 , 13 ,
101年 7月, 950 , 89 , 11 , 125 , 2 , 273 , 425 , 163 , 16 ,
101年 8月, 1,048 , 102 , 6 , 154 , - , 235 , 407 , 149 , 26 ,
101年 9月, 1,094 , 95 , 13 , 186 , - , 206 , 406 , 132 , 21 ,
101年 10月, 847 , 99 , 5 , 200 , - , 265 , 411 , 155 , 10 ,
101年 11月, 1,098 , 74 , 21 , 172 , - , 216 , 349 , 142 , 9 ,
101年 12月, 855 , 41 , 12 , 160 , 1 , 196 , 281 , 137 , 6 ,
102年, 10,254 , 798 , 170 , 1,477 , 8 , 2,227 , 2,727 , 1,351 , 55 ,
102年 1月, 780 , 58 , 7 , 213 , 1 , 223 , 297 , 143 , 10 ,
102年 2月, 1,825 , 118 , 63 , 484 , 1 , 124 , 213 , 92 , 7 ,
102年 3月, 795 , 51 , 13 , 139 , - , 233 , 223 , 123 , 9 ,
102年 4月, 710 , 61 , 12 , 154 , - , 209 , 264 , 123 , 6 ,
102年 5月, 840 , 82 , 10 , 94 , - , 177 , 209 , 108 , 3 ,
102年 6月, 829 , 75 , 9 , 61 , - , 159 , 223 , 110 , 3 ,
102年 7月, 809 , 67 , 11 , 57 , - , 171 , 213 , 101 , 2 ,
102年 8月, 751 , 70 , 4 , 57 , - , 189 , 186 , 134 , 2 ,
102年 9月, 771 , 64 , 10 , 50 , 1 , 192 , 218 , 109 , 3 ,
102年 10月, 822 , 50 , 8 , 62 , 1 , 210 , 202 , 119 , 6 ,
102年 11月, 736 , 61 , 9 , 58 , 2 , 168 , 261 , 112 , 1 ,
102年 12月, 586 , 41 , 14 , 48 , 2 , 172 , 218 , 77 , 3 ,
103年, 9,871 , 950 , 220 , 896 , 5 , 1,840 , 3,130 , 1,160 , 59 ,
103年 1月, 1,678 , 120 , 72 , 270 , - , 137 , 217 , 80 , 6 ,
103年 2月, 993 , 71 , 59 , 225 , 1 , 143 , 238 , 94 , 13 ,
103年 3月, 654 , 70 , 6 , 53 , 1 , 198 , 253 , 106 , 5 ,
103年 4月, 783 , 82 , 14 , 72 , - , 126 , 241 , 116 , 4 ,
103年 5月, 861 , 99 , 8 , 48 , 1 , 120 , 252 , 88 , - ,
103年 6月, 666 , 78 , 10 , 38 , - , 172 , 257 , 71 , 5 ,
103年 7月, 800 , 82 , 9 , 33 , - , 154 , 266 , 95 , 6 ,
103年 8月, 776 , 80 , 14 , 19 , 1 , 124 , 251 , 106 , 5 ,
103年 9月, 764 , 58 , 8 , 36 , 1 , 150 , 281 , 77 , 3 ,
103年 10月, 738 , 65 , 6 , 43 , - , 153 , 288 , 95 , 5 ,
103年 11月, 639 , 76 , 10 , 36 , - , 165 , 326 , 111 , 2 ,
103年 12月, 519 , 69 , 4 , 23 , - , 198 , 260 , 121 , 5 ,
104年, 9,185 , 637 , 88 , 1,150 , 4 , 2,104 , 3,289 , 1,397 , 54 ,
104年 1月, 314 , 47 , 1 , 19 , - , 200 , 295 , 107 , 6 ,
104年 2月, 2,216 , 156 , 42 , 590 , - , 109 , 240 , 71 , 1 ,
104年 3月, 710 , 35 , 2 , 45 , - , 205 , 303 , 126 , 2 ,
104年 4月, 590 , 44 , 6 , 42 , - , 180 , 238 , 128 , 4 ,
104年 5月, 725 , 50 , 6 , 38 , - , 167 , 274 , 116 , 6 ,
104年 6月, 643 , 37 , 3 , 39 , - , 161 , 237 , 98 , 2 ,
104年 7月, 685 , 34 , 5 , 27 , - , 173 , 210 , 137 , 4 ,
104年 8月, 716 , 45 , 5 , 26 , 1 , 180 , 339 , 123 , 4 ,
104年 9月, 687 , 60 , 5 , 35 , 1 , 174 , 259 , 123 , 7 ,
104年 10月, 675 , 28 , 5 , 81 , - , 163 , 255 , 106 , 4 ,
104年 11月, 618 , 42 , 1 , 92 , 1 , 164 , 304 , 121 , 3 ,
104年 12月, 606 , 59 , 7 , 116 , 1 , 228 , 335 , 141 , 11 ,
105年, 8,109 , 490 , 34 , 1,092 , 4 , 2,006 , 3,201 , 1,433 , 48 ,
105年 1月, 648 , 42 , 3 , 149 , 1 , 190 , 322 , 135 , 6 ,
105年 2月, 511 , 47 , - , 373 , 1 , 129 , 234 , 109 , 4 ,
105年 3月, 700 , 57 , 5 , 46 , 1 , 211 , 303 , 133 , 5 ,
105年 4月, 730 , 39 , 5 , 38 , - , 147 , 252 , 110 , 4 ,
105年 5月, 773 , 46 , 3 , 122 , - , 166 , 276 , 131 , 7 ,
105年 6月, 688 , 32 , 3 , 51 , 1 , 184 , 254 , 121 , 6 ,
105年 7月, 677 , 35 , 2 , 22 , - , 159 , 298 , 90 , 4 ,
105年 8月, 734 , 39 , 2 , 51 , - , 176 , 286 , 125 , 3 ,
105年 9月, 664 , 49 , 2 , 44 , - , 153 , 271 , 106 , 3 ,
105年 10月, 690 , 45 , 2 , 66 , - , 165 , 262 , 141 , 1 ,
105年 11月, 674 , 40 , 3 , 99 , - , 156 , 198 , 116 , 3 ,
105年 12月, 620 , 19 , 4 , 31 , - , 170 , 245 , 116 , 2 ,
