,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
52,93年,宜蘭縣," 1,829 ",335,13,102,0,121,152,32,14,0,108,11,16,43,2,14,20,0,85,2,33,50,678, 449 ,4,0,29,9,0,25,34,0,25,12,4,0,0,0,6,34,0,13, 347 ,0,5,0,9,0,1,0,0,0,0,8,0,0,10,0,1,0,83,43,216
65,94年,宜蘭縣," 2,294 ",244,21,36,0,170,312,62,16,0,121,11,75,24,2,12,15,2,53,2,41,28,836, 482 ,3,0,42,7,7,30,21,0,13,8,1,1,0,0,1,27,0,4, 454 ,1,12,3,23,0,2,0,0,0,1,8,0,0,12,0,0,0,47,33,244
78,95年,宜蘭縣," 1,945 ",171,17,100,1,180,298,71,14,0,135,7,40,48,0,17,32,1,11,1,36,39,646, 325 ,5,0,36,11,12,28,27,0,50,4,0,0,0,0,2,15,0,12, 650 ,0,9,0,8,1,1,0,0,2,0,4,0,0,16,0,0,0,45,1,217
91,96年,宜蘭縣," 1,968 ",162,18,105,1,178,553,59,16,5,187,9,63,39,1,11,45,0,14,0,33,42,759, 472 ,7,0,32,15,14,39,21,0,34,15,1,0,0,0,1,19,0,8, 691 ,0,17,2,0,0,3,1,0,2,0,2,0,1,14,0,2,1,37,0,205
104,97年,宜蘭縣," 1,746 ",196,31,82,1,192,440,49,15,0,233,12,61,28,1,0,69,0,28,0,59,51,514, 349 ,5,0,32,22,10,22,18,0,45,9,1,0,2,0,2,30,0,5," 1,007 ",0,23,2,5,2,1,0,0,0,0,4,0,0,10,0,0,0,37,0,134
117,98年,宜蘭縣," 1,294 ",165,20,56,3,214,388,77,22,0,206,13,46,14,0,0,52,0,15,1,55,34,336, 323 ,6,0,61,22,19,14,17,0,29,11,1,0,0,0,1,25,0,9," 1,074 ",0,26,1,10,1,1,0,1,0,0,5,0,0,4,0,0,0,29,0,119
130,99年,宜蘭縣," 1,054 ",126,14,59,2,246,285,81,22,0,235,14,23,12,0,0,66,0,23,0,41,26,288, 456 ,17,0,34,23,3,15,11,0,40,16,2,0,4,0,3,10,0,4," 1,079 ",0,42,3,19,2,2,0,0,0,0,2,0,0,4,0,0,0,33,0,114
143,100年,宜蘭縣, 946 ,58,10,76,1,204,226,101,12,3,313,9,18,1,0,0,75,0,8,0,61,38,336, 444 ,26,1,53,26,3,13,11,0,27,20,1,0,8,0,1,5,0,19," 1,393 ",0,37,0,0,3,0,0,0,0,0,1,0,0,13,0,0,0,27,0,71
156,101年,宜蘭縣, 815 ,52,12,73,1,203,223,112,16,1,360,10,15,12,2,1,98,0,6,0,73,38,261, 388 ,53,0,57,36,4,15,8,0,26,20,0,0,4,0,6,6,0,24," 1,626 ",0,33,0,2,2,2,1,1,0,0,2,0,1,11,0,0,1,28,0,78
169,102年,宜蘭縣, 884 ,58,13,60,1,232,241,135,12,2,366,6,23,26,0,0,95,0,15,1,83,22,216, 355 ,51,0,56,24,7,13,9,0,25,25,0,0,2,0,4,4,0,30," 1,585 ",1,31,0,0,2,1,0,0,0,0,0,0,1,12,0,1,1,25,0,115
182,103年,宜蘭縣, 969 ,68,11,71,2,237,312,88,20,1,444,9,10,18,0,2,102,0,4,0,84,26,246, 362 ,53,0,66,26,7,13,7,0,27,30,0,2,1,0,2,4,0,41," 1,751 ",1,42,0,43,1,1,0,0,0,0,1,0,0,4,1,0,0,31,0,80
195,104年,宜蘭縣," 1,037 ",125,8,71,1,248,460,135,21,1,534,6,13,15,1,8,63,0,11,0,113,37,335, 554 ,59,0,95,27,13,13,3,0,33,29,1,1,5,0,12,1,0,35," 2,294 ",0,46,0,1,3,3,0,0,0,0,1,0,0,9,0,0,1,45,0,81
208,105年,宜蘭縣, 922 ,111,10,48,1,285,602,145,10,1,481,16,8,17,1,2,67,0,15,0,141,44,326, 666 ,45,0,110,34,7,8,5,0,23,24,1,2,0,0,15,10,0,17," 2,852 ",0,70,0,3,5,3,0,0,0,2,2,0,0,9,0,0,6,35,0,109
0,89年,臺中市," 19,915 "," 7,323 ",73, 404 ,3,324, 117 ,70,59,0,101,69,165,83,3,29,43,0,373,13,53,155," 1,667 "," 2,440 ",1,0,57,38,0,304,172,0,63,7,8,13,2,0,4,249,9,29," 1,179 ",0,5,106,0,0,4,0,1,0,0,14,0,0,31,1,1,0,245,28, 291 
13,90年,臺中市," 18,888 "," 8,412 ",67, 276 ,3,535, 188 ,115,74,2,146,60,473,84,5,38,59,5,274,12,97,211," 1,495 "," 1,058 ",3,0,75,51,0,239,446,0,47,19,7,21,3,0,9,383,4,27," 2,456 ",0,14,106,16,2,7,2,0,0,0,39,0,1,50,0,1,1,193,98, 398 
26,91年,臺中市," 23,369 "," 7,350 ",50, 319 ,8,749, 712 ,166,76,1,231,68,529,150,4,17,71,1,384,16,214,276," 1,769 ", 715 ,4,0,83,49,0,330,594,0,71,36,9,13,1,0,1,468,18,56," 3,230 ",4,13,24,83,1,8,0,1,1,0,22,0,1,91,0,0,3,210,132," 1,218 "
39,92年,臺中市," 23,031 "," 5,726 ",50, 305 ,9,664," 1,267 ",170,76,2,279,61,487,179,12,44,59,5,368,11,143,323," 1,941 ", 548 ,7,0,105,50,0,258,489,0,64,23,25,18,6,0,9,269,10,156," 3,529 ",0,20,5,1,1,11,0,2,0,0,31,0,0,63,0,6,1,234,51," 1,142 "
52,93年,臺中市," 21,664 "," 5,770 ",64, 305 ,3,642," 2,422 ",149,86,6,329,55,407,142,9,53,74,1,308,16,163,202," 3,016 ", 857 ,12,0,116,31,0,234,453,0,109,14,11,8,5,0,10,90,0,79," 4,259 ",0,34,4,49,4,8,4,1,2,0,19,0,0,74,0,1,3,333,160," 1,269 "
65,94年,臺中市," 21,002 "," 4,881 ",45, 187 ,2,753," 3,142 ",175,75,3,318,56,359,182,3,34,90,3,202,12,162,206," 3,786 "," 1,092 ",7,2,141,32,53,263,656,0,129,44,10,3,5,0,6,155,0,83," 4,896 ",0,29,9,94,6,14,0,1,1,0,16,0,0,72,1,2,1,277,215," 1,267 "
78,95年,臺中市," 20,047 "," 3,652 ",98, 510 ,3,645," 3,766 ",172,68,6,370,55,237,146,7,31,99,0,344,16,171,214," 3,821 ", 787 ,19,4,145,57,57,255,441,0,337,52,2,2,1,0,6,232,0,88," 4,998 ",0,51,5,44,2,16,0,1,2,0,8,0,1,72,1,2,0,234,12, 977 
91,96年,臺中市," 19,011 "," 3,126 ",98, 679 ,1,672," 4,334 ",274,75,10,349,42,474,187,5,32,99,6,228,4,211,219," 4,182 "," 1,112 ",22,3,197,69,69,261,350,0,941,47,6,2,7,0,14,434,0,157," 6,035 ",0,84,5,6,6,9,2,1,6,0,9,0,1,81,0,1,2,220,0," 1,594 "
104,97年,臺中市," 16,623 "," 2,200 ",65, 659 ,3,500," 4,127 ",200,53,3,217,31,377,182,11,41,112,1,226,3,146,208," 4,156 ", 923 ,17,1,133,59,63,127,310,0,746,46,1,2,0,0,10,259,0,207," 4,694 ",0,75,4,17,7,12,3,2,1,0,6,0,0,47,0,0,0,189,0, 710 
117,98年,臺中市," 12,231 "," 1,531 ",93, 526 ,5,328," 4,670 ",179,42,4,139,24,274,98,14,32,154,0,132,3,113,184," 2,990 ", 996 ,71,1,117,32,147,87,289,0,671,23,3,1,2,0,7,316,0,145," 2,152 ",0,74,2,1,22,4,0,1,1,0,12,0,0,26,0,0,0,171,0, 429 
130,99年,臺中市," 10,342 "," 1,198 ",69, 798 ,1,309," 2,522 ",162,36,2,187,30,245,82,5,46,229,4,155,3,113,115," 2,352 "," 1,588 ",107,0,78,47,79,75,138,0,516,23,1,1,67,0,11,197,0,124," 2,306 ",0,92,0,113,16,3,0,0,0,0,6,0,0,22,0,3,0,148,0, 361 
143,100年,臺中市," 8,648 ", 725 ,77," 1,099 ",1,434," 1,364 ",286,35,10,144,32,277,92,0,77,369,0,185,4,167,111," 1,861 "," 1,491 ",133,0,111,53,40,40,83,0,581,45,6,1,78,0,8,186,0,120," 2,706 ",0,134,1,9,16,4,0,0,0,0,7,0,0,24,1,6,0,151,6, 475 
156,101年,臺中市," 6,934 ", 554 ,96," 1,035 ",1,642," 1,308 ",339,31,7,347,55,252,99,2,43,413,1,93,1,281,182," 1,573 "," 1,616 ",176,2,137,100,37,37,95,0,380,55,1,4,53,0,4,134,0,122," 4,758 ",3,175,2,13,21,9,1,1,4,0,2,0,0,35,2,4,3,125,13, 566 
169,102年,臺中市," 6,121 ", 355 ,90," 1,027 ",3,665," 1,038 ",380,34,1,453,40,282,50,2,15,407,0,173,0,284,179," 1,185 "," 1,440 ",247,2,157,103,32,33,55,0,346,56,2,2,68,0,14,97,0,92," 6,120 ",0,199,3,0,21,7,1,1,1,0,3,0,1,32,3,4,1,116,4, 660 
182,103年,臺中市," 6,224 ", 347 ,90, 975 ,2,581, 996 ,349,36,0,293,33,313,34,1,9,406,0,108,3,265,150, 983 ," 1,512 ",246,0,195,85,36,30,35,0,166,51,1,4,89,0,5,72,0,62," 7,011 ",0,217,0,57,21,4,0,2,2,0,14,0,0,24,1,3,0,155,12, 509 
195,104年,臺中市," 5,232 ", 392 ,60," 1,016 ",5,616," 1,364 ",440,32,3,282,27,391,40,2,10,443,0,147,1,308,181," 1,304 "," 2,542 ",268,0,186,108,42,35,39,0,186,40,5,2,21,0,2,45,0,47," 7,304 ",0,290,1,9,35,7,1,0,1,0,6,0,1,29,3,3,0,178,12, 538 
208,105年,臺中市," 4,587 ", 232 ,54, 982 ,0,722," 1,409 ",500,46,1,230,38,301,49,1,4,507,0,76,0,349,137," 1,408 "," 3,370 ",137,2,234,120,48,27,25,0,164,29,2,3,12,0,6,148,0,19," 7,904 ",0,333,0,6,47,7,1,2,0,0,11,0,0,23,0,2,0,208,1, 405 
0,89年,高雄市," 13,660 "," 1,844 ",130,392,17," 1,391 ", 244 ,237,145,11, 736 ,118, 149 ,202,9,44,49,0,404,5,126,264," 2,268 "," 2,826 ",3,0,182,59,0,251,613,0,85,38,3,34,9,0,2,354,8,80," 2,284 ",0,17,169,1,2,9,0,1,23,0,17,0,0,83,0,2,1,217, 47 , 561 
13,90年,高雄市," 16,133 "," 3,219 ",108,206,10," 1,322 ", 266 ,149,81,54, 587 ,84, 253 ,176,4,54,86,0,331,3,143,217," 1,651 ", 956 ,0,0,134,56,0,308,588,0,34,30,10,41,5,0,1,207,19,40," 2,459 ",1,32,99,13,2,7,0,2,12,0,59,0,0,77,0,2,1,152, 505 , 465 
26,91年,高雄市," 19,374 "," 4,273 ",99,248,13," 1,198 ", 513 ,176,132,98, 520 ,61, 275 ,214,17,71,61,7,198,1,213,247," 2,337 ", 826 ,23,0,121,39,0,388,859,0,30,16,12,6,2,0,0,335,6,73," 3,031 ",1,40,35,116,1,7,3,2,7,0,15,0,0,98,1,4,1,168," 1,284 "," 1,147 "
39,92年,高雄市," 18,507 "," 4,605 ",118,302,26," 1,128 ", 837 ,117,135,129, 520 ,60, 228 ,213,15,61,78,0,219,5,213,225," 2,252 ", 745 ,29,0,137,46,0,306,686,0,28,40,13,7,1,0,1,250,0,181," 2,989 ",0,30,12,8,2,9,0,1,2,0,38,0,1,104,2,0,1,170," 1,682 "," 1,375 "
52,93年,高雄市," 18,075 "," 3,637 ",90,236,8, 979 ," 1,737 ",115,137,80, 547 ,41, 407 ,170,12,64,54,1,106,3,141,288," 3,378 "," 1,182 ",57,0,143,44,0,350,536,0,38,28,6,3,1,0,3,171,0,175," 4,450 ",1,40,6,14,2,10,1,0,3,0,50,0,1,72,0,4,1,358," 1,317 "," 2,010 "
65,94年,高雄市," 19,178 "," 3,836 ",74,239,14," 1,165 "," 2,705 ",174,155,85, 754 ,37, 456 ,199,8,34,88,5,122,5,212,277," 5,610 "," 2,094 ",37,2,189,61,87,318,766,0,44,28,6,11,2,0,0,146,0,96," 4,546 ",0,51,7,39,3,8,0,0,2,0,15,0,1,73,1,1,0,294, 592 ," 1,945 "
78,95年,高雄市," 16,168 "," 2,816 ",117,415,6," 1,250 "," 3,226 ",266,161,55, 956 ,45, 534 ,197,6,61,85,0,312,6,232,300," 5,755 "," 1,558 ",23,2,230,58,49,380,484,0,152,46,7,4,0,0,0,158,0,66," 5,046 ",0,77,6,64,2,13,0,0,1,0,11,0,1,85,0,1,3,245, 26 ," 1,817 "
91,96年,高雄市," 16,302 "," 2,819 ",85,404,9," 1,146 "," 4,710 ",316,149,34," 1,081 ",49, 838 ,235,10,53,126,3,226,5,213,232," 6,034 "," 1,938 ",41,4,267,74,51,236,405,0,221,44,4,1,3,0,2,269,0,85," 7,223 ",0,104,10,13,4,11,2,2,6,0,4,0,1,57,2,2,1,178,0," 2,082 "
104,97年,高雄市," 15,317 "," 2,534 ",73,376,1," 1,217 "," 4,192 ",321,145,34," 1,183 ",42," 1,308 ",210,6,49,151,2,210,4,264,229," 5,666 "," 1,989 ",52,1,238,78,130,204,435,0,173,39,9,2,4,0,3,208,0,26," 7,046 ",0,134,1,46,11,16,5,1,2,0,18,0,2,37,1,1,1,175, 14 ," 1,379 "
117,98年,高雄市," 12,921 "," 2,070 ",61,364,9," 1,247 "," 3,913 ",338,136,28," 1,287 ",45, 828 ,201,2,60,164,0,268,1,244,199," 4,020 "," 2,318 ",87,3,252,71,52,200,455,0,163,78,3,0,2,0,8,143,0,8," 8,513 ",0,173,1,0,39,6,1,0,3,0,6,0,0,67,1,2,0,141,0, 837 
130,99年,高雄市," 13,463 "," 1,749 ",100,429,4," 1,433 "," 2,383 ",431,116,28," 1,573 ",41, 440 ,163,5,52,195,0,203,2,305,203," 3,370 "," 3,658 ",90,4,296,80,44,139,328,0,107,87,7,0,98,0,1,163,0,21," 9,400 ",1,260,2,215,25,12,1,0,1,0,8,0,0,48,1,0,0,173,0, 856 
143,100年,高雄市," 11,536 "," 1,904 ",137,372,4," 1,775 "," 2,122 ",528,130,22," 1,885 ",63, 414 ,174,2,67,275,3,188,0,418,214," 3,123 "," 3,817 ",107,3,392,139,44,112,254,0,170,106,4,2,59,0,3,139,0,17," 9,198 ",3,372,1,24,42,11,2,2,1,0,8,0,0,56,1,4,1,153,0, 902 
156,101年,高雄市," 9,299 "," 1,093 ",63,302,5," 1,730 "," 1,999 ",650,59,18," 2,389 ",56, 336 ,35,4,38,310,0,132,0,502,212," 2,648 "," 3,019 ",130,3,383,132,42,71,148,0,156,63,4,4,46,0,1,238,0,36," 8,930 ",0,395,1,23,37,15,1,1,1,0,8,0,2,46,3,5,2,160, 2 , 803 
169,102年,高雄市," 7,793 ", 746 ,88,437,1," 1,513 "," 1,538 ",590,60,10," 2,381 ",63, 411 ,11,0,10,262,0,82,0,474,214," 1,834 "," 2,299 ",161,1,332,95,44,44,140,0,163,68,0,6,38,0,2,158,0,41," 6,511 ",1,426,0,0,39,18,2,2,1,0,3,0,1,59,1,1,4,163,0, 613 
182,103年,高雄市," 7,171 ", 683 ,129,607,0," 1,354 "," 1,759 ",536,52,17," 2,266 ",69, 399 ,12,0,14,264,0,83,0,374,195," 1,462 "," 1,906 ",129,5,303,101,56,36,96,0,128,70,2,9,21,0,1,266,0,73," 6,291 ",1,396,1,99,42,1,0,3,0,0,5,0,2,46,1,3,0,181, 1 , 663 
195,104年,高雄市," 6,317 ", 648 ,79,539,2," 1,099 "," 2,167 ",552,42,14," 2,063 ",54, 361 ,13,0,5,297,0,51,0,311,196," 1,644 "," 2,816 ",210,1,289,137,34,43,80,0,143,54,2,6,17,0,1,183,0,48," 4,124 ",0,398,0,8,65,15,2,5,2,1,2,0,3,50,0,3,0,176, 3 , 558 
208,105年,高雄市," 5,248 ", 532 ,27,389,3," 1,087 "," 2,074 ",617,32,11," 2,116 ",52, 258 ,20,1,9,297,0,47,0,393,241," 1,824 "," 3,545 ",155,5,320,144,27,31,94,0,70,50,5,2,15,0,2,94,0,25," 3,549 ",0,432,0,10,56,2,4,2,2,0,3,0,0,46,1,6,0,196,0, 593 
0,89年,花蓮縣," 1,215 ",319,13,61,5,125,23,36,28,0,48,18,41,40,5,19,5,1,16,0,34,41,176, 901 ,0,0,30,16,0,34,13,0,39,9,0,1,0,0,9,24,0,7, 250 ,0,2,39,0,0,0,0,0,1,0,9,0,0,8,0,0,0,69,11,114
13,90年,花蓮縣," 1,473 ",278,17,38,2,177,29,34,14,8,34,14,30,73,2,13,25,0,31,0,30,21,191, 513 ,0,0,27,15,0,35,22,0,25,10,1,0,0,0,3,62,1,3, 374 ,0,2,34,7,1,0,0,1,0,1,8,0,0,16,0,0,0,38,96,69
26,91年,花蓮縣," 1,613 ",287,20,22,0,203,48,9,10,2,38,14,29,57,4,18,25,0,12,1,23,27,72, 121 ,0,0,34,14,0,34,32,0,23,4,0,0,0,0,1,57,1,3, 267 ,0,6,5,98,0,1,0,0,0,0,5,0,0,9,0,1,2,32,210,89
39,92年,花蓮縣," 1,626 ",307,5,40,4,94,49,18,19,1,31,8,14,50,2,11,25,0,4,3,29,25,76, 94 ,0,0,16,6,0,22,19,0,25,8,0,0,0,0,2,42,0,8, 270 ,0,3,0,4,0,0,0,0,0,0,11,0,0,4,0,0,0,38,242,111
52,93年,花蓮縣," 2,106 ",477,12,33,0,95,156,20,14,0,50,2,44,38,1,19,32,1,16,1,24,26,142, 181 ,0,0,16,7,0,39,10,0,15,11,1,0,1,0,0,15,0,6, 318 ,0,8,2,9,0,4,0,0,0,5,7,0,0,5,1,1,0,70,226,195
65,94年,花蓮縣," 2,668 ",396,16,30,0,81,227,21,13,2,31,4,43,40,2,17,35,0,6,0,17,22,238, 475 ,0,0,12,6,6,42,18,0,35,18,0,0,0,0,2,17,0,11, 350 ,0,4,1,41,0,1,0,0,0,3,4,0,0,4,0,0,0,52,96,164
78,95年,花蓮縣," 2,502 ",255,28,164,0,101,403,14,19,1,16,13,25,49,2,13,30,0,18,0,19,36,245, 380 ,0,0,17,8,5,53,8,0,60,14,0,0,0,0,7,25,0,24, 480 ,0,14,0,15,0,0,0,0,0,6,2,0,0,3,0,0,0,48,11,136
91,96年,花蓮縣," 2,162 ",219,20,95,0,221,442,64,17,1,59,11,51,28,2,9,50,0,33,1,63,88,315, 440 ,6,0,40,13,11,26,10,0,53,19,0,0,0,0,4,35,0,15, 864 ,0,29,1,10,2,1,2,0,1,0,2,0,1,12,1,0,0,51,2,163
104,97年,花蓮縣," 1,979 ",197,56,73,1,276,320,85,9,1,84,11,61,36,2,11,61,0,22,0,66,76,396, 428 ,2,0,36,17,8,30,13,0,116,18,2,1,0,0,8,19,0,15, 767 ,0,18,2,13,2,3,1,2,0,0,1,0,0,9,1,1,1,23,0,159
117,98年,花蓮縣," 1,537 ",94,29,62,0,368,397,97,15,2,106,11,21,30,2,13,97,0,26,0,67,56,311, 409 ,3,0,75,21,9,14,10,0,62,33,0,0,0,0,4,31,0,7," 1,076 ",1,34,0,35,6,3,1,0,1,0,2,0,0,13,1,0,1,23,0,180
130,99年,花蓮縣," 1,585 ",136,40,57,1,326,320,90,18,0,192,6,18,22,1,14,86,0,25,0,73,61,180, 508 ,7,0,72,16,7,14,12,0,95,31,0,1,7,0,7,15,0,4," 1,189 ",0,42,0,40,1,3,0,0,0,0,3,0,0,16,0,0,1,18,0,153
143,100年,花蓮縣," 1,240 ",101,39,65,0,294,379,100,11,1,187,6,6,13,3,14,96,0,8,0,69,37,168, 434 ,12,0,72,17,8,9,4,0,39,15,0,0,9,0,25,6,0,0, 945 ,0,33,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0,24,0,127
156,101年,花蓮縣, 975 ,86,12,63,0,242,294,120,16,1,169,12,9,23,0,4,133,0,14,0,64,38,185, 511 ,12,0,84,18,7,8,5,0,41,20,1,0,4,0,20,8,0,1, 797 ,0,49,0,3,8,0,1,2,0,1,2,0,0,8,0,1,1,35,0,156
169,102年,花蓮縣," 1,004 ",102,26,56,0,224,221,96,27,1,191,15,14,14,2,3,137,0,9,0,78,36,249, 510 ,35,0,73,21,6,7,7,0,18,21,0,0,7,0,4,16,0,1," 1,635 ",0,60,0,0,6,3,0,0,0,0,0,0,0,5,2,0,0,58,0,124
182,103年,花蓮縣, 924 ,89,27,55,0,242,278,117,30,0,199,15,20,19,0,1,120,0,13,0,79,31,148, 513 ,35,0,87,29,9,6,3,0,13,33,0,3,4,0,4,14,0,3," 2,171 ",0,64,0,28,4,1,0,0,0,0,2,0,0,9,0,0,0,57,1,198
195,104年,花蓮縣, 744 ,55,16,42,1,171,264,73,13,1,162,10,16,14,0,3,132,0,10,0,46,27,242, 774 ,48,0,59,27,4,9,2,0,10,21,1,2,5,0,9,10,0,3," 2,073 ",0,53,0,2,8,0,0,0,0,0,0,0,0,9,0,1,0,56,5,166
208,105年,花蓮縣, 763 ,58,4,29,1,187,269,122,20,1,173,9,16,15,1,3,126,0,11,0,73,31,236," 1,173 ",41,0,61,42,4,6,2,0,10,19,0,0,1,0,5,21,0,1," 2,040 ",0,52,0,2,10,1,0,0,0,0,2,0,2,5,0,0,0,47,1,152
0,89年,彰化縣," 5,172 "," 2,803 ",21,293,10,382, 46 ,76,56,0,174,33,122,45,0,6,18,2,337,2,47,96," 1,604 "," 2,297 ",0,0,50,26,0,110,78,0,34,60,3,13,0,0,0,126,23, 26 , 564 ,0,3,272,5,4,3,0,1,5,0,9,0,0,48,0,3,1,198,25, 289 
13,90年,彰化縣," 5,371 "," 2,879 ",87,151,1,358, 43 ,75,44,0,131,23,136,62,4,16,32,0,336,8,39,102," 1,710 "," 1,271 ",2,0,46,26,0,194,183,0,19,20,3,24,1,0,1,219,13, 14 , 665 ,0,10,215,13,1,3,0,0,3,0,33,0,0,40,0,1,0,193,23, 360 
26,91年,彰化縣," 6,301 "," 2,379 ",79,226,5,379, 128 ,77,43,1,154,15,142,58,0,6,50,3,314,5,43,96," 1,720 ", 474 ,0,0,59,18,0,163,281,0,133,88,3,1,0,0,0,171,11, 32 , 716 ,1,6,16,194,0,5,0,1,0,0,24,0,0,29,0,2,2,145,37, 354 
39,92年,彰化縣," 6,345 "," 2,348 ",70,384,2,323, 280 ,86,35,0,155,21,156,130,6,12,36,1,258,8,51,66," 1,606 ", 374 ,2,0,39,18,0,126,247,0,148,41,5,2,1,0,0,75,2, 96 , 809 ,0,5,0,0,0,4,0,0,3,0,22,0,0,23,0,2,1,135,64, 338 
52,93年,彰化縣," 7,222 "," 2,233 ",52,446,2,345, 892 ,76,24,1,233,15,199,64,4,22,55,0,199,3,48,85," 2,633 ", 854 ,3,0,49,24,0,99,146,0,103,14,3,4,1,0,2,88,0, 111 ," 1,105 ",0,7,2,45,1,5,0,0,0,0,23,0,0,35,0,3,1,187,73, 512 
65,94年,彰化縣," 6,799 "," 1,617 ",50,530,0,401," 1,016 ",118,30,1,311,18,168,100,6,23,62,4,306,0,57,105," 3,364 "," 1,285 ",3,0,66,17,30,154,203,0,200,16,0,3,1,0,2,107,0, 184 ," 1,300 ",0,23,6,119,1,8,0,0,8,0,6,0,1,43,0,3,1,100,225, 595 
78,95年,彰化縣," 6,177 ", 999 ,65,673,0,401," 1,988 ",119,29,2,341,22,146,80,5,10,74,0,557,3,66,87," 3,663 ", 528 ,3,1,87,24,55,84,220,0,355,14,0,1,0,0,0,101,0, 148 ," 1,307 ",1,21,4,26,1,5,0,0,0,0,9,0,0,44,0,0,2,111,0, 950 
91,96年,彰化縣," 6,994 ", 936 ,33,601,2,380," 1,829 ",122,17,3,311,16,135,75,7,8,86,0,465,2,49,56," 3,734 ", 652 ,7,0,63,22,28,80,103,0,259,20,0,1,0,0,0,89,0, 287 ," 1,383 ",0,27,4,4,3,5,1,1,1,0,14,0,0,35,0,0,0,64,0," 1,505 "
104,97年,彰化縣," 6,112 "," 1,076 ",43,547,0,286," 1,868 ",112,28,5,290,14,941,62,5,8,64,0,585,2,141,80," 3,440 ", 598 ,35,0,68,25,32,63,97,0,182,57,0,0,12,0,0,144,0, 484 ," 1,661 ",0,33,1,39,3,3,0,0,0,0,7,0,1,39,0,4,1,74,1, 808 
117,98年,彰化縣," 3,653 ", 410 ,18,603,0,304," 1,628 ",117,19,1,279,15,438,50,1,4,70,0,158,0,213,72," 1,918 ", 608 ,46,0,51,21,40,65,76,0,231,21,1,0,0,0,0,172,0, 637 ," 2,540 ",0,30,2,176,17,0,1,0,0,0,7,0,1,19,0,1,0,57,0, 272 
130,99年,彰化縣," 4,238 ", 765 ,61,649,2,365," 1,035 ",136,13,2,310,17,71,68,7,9,105,1,44,0,130,78," 1,516 "," 1,033 ",67,0,75,23,18,49,41,0,199,12,1,0,29,0,0,161,0, 889 ," 3,028 ",0,29,2,95,4,6,0,0,0,0,3,0,0,13,0,2,1,60,0, 314 
143,100年,彰化縣," 2,945 ", 296 ,51,764,0,385, 630 ,162,11,3,269,18,54,46,2,8,165,0,45,0,66,59," 1,428 ", 990 ,76,0,88,28,16,24,28,0,212,33,1,2,24,0,0,246,0," 1,137 "," 2,811 ",0,60,3,15,4,2,0,1,0,0,2,0,0,12,0,0,0,43,0, 295 
156,101年,彰化縣," 2,400 ", 260 ,19,792,1,591, 621 ,181,17,2,338,25,71,46,4,6,170,0,30,1,73,60," 1,223 ", 800 ,137,3,104,25,13,22,32,0,199,30,1,0,7,0,0,121,0, 485 ," 2,821 ",1,72,3,21,9,1,0,1,0,0,3,0,0,16,1,1,0,68,2, 330 
169,102年,彰化縣," 2,199 ", 238 ,25,711,0,557, 486 ,177,16,2,361,20,76,46,1,5,155,0,34,0,100,52," 1,006 ", 999 ,165,0,121,29,14,27,17,0,149,29,4,0,9,0,3,72,0, 393 ," 3,125 ",0,86,0,0,5,0,2,0,0,1,4,0,0,20,0,2,0,43,3, 394 
182,103年,彰化縣," 2,210 ", 259 ,28,661,4,457, 631 ,184,17,4,458,15,72,43,1,4,171,0,83,0,78,78, 991 , 977 ,155,0,128,16,19,28,26,0,185,43,1,3,7,0,0,43,0, 193 ," 2,895 ",0,96,1,130,6,4,0,1,1,0,3,0,0,14,0,1,1,48,0, 484 
195,104年,彰化縣," 2,524 ", 264 ,34,662,1,508, 823 ,250,14,1,572,34,116,54,3,6,143,0,73,0,115,92," 1,180 "," 1,170 ",104,1,147,37,13,22,22,0,190,42,9,2,3,0,1,22,0, 52 ," 3,513 ",0,114,2,11,16,4,1,2,0,0,1,0,1,21,3,4,1,55,0, 642 
208,105年,彰化縣," 2,149 ", 184 ,11,790,0,609, 901 ,305,26,3,640,24,115,33,1,3,185,0,47,0,156,71," 1,283 "," 1,348 ",61,0,187,39,18,12,20,0,124,55,4,1,8,0,1,21,0, 57 ," 3,894 ",1,169,2,6,13,1,1,1,0,0,4,0,0,18,0,1,1,72,0, 555 
0,89年,屏東縣," 2,767 ",485,31,217,1,106,17,29,47,2,19,25,25,31,2,7,26,0,42,4,19,35, 403 ," 1,062 ",0,0,20,20,0,53,69,0,11,18,1,0,15,0,2,135,0,3, 389 ,0,1,27,0,0,3,0,1,14,0,9,0,0,11,0,0,0,88,12,238
