,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
0,89年,新北市," 14,071 "," 3,694 ",125, 928 ,12, 347 , 130 , 76 ,141,6, 93 ,82,272,145,8,41,43,3,286,13,80,243, 473 ," 2,112 ",1,0,81,58,0,321,257,0, 71 ,12,21,12,2,0,0,221,8,26, 765 ,1,2,41,0,1,3,0,1,9,0,44,0,1,9,0,2,0,208,59, 573 
13,90年,新北市," 14,141 "," 3,916 ",114, 585 ,4, 535 , 189 , 78 ,158,11, 79 ,58,258,244,5,58,66,3,418,11,85,210, 421 , 772 ,2,0,107,65,0,308,536,0, 48 ,12,6,36,1,0,1,473,20,24," 1,027 ",0,18,28,1,5,2,0,1,6,0,92,0,0,18,0,2,0,118,206, 702 
26,91年,新北市," 18,911 "," 4,326 ",124, 337 ,5, 468 , 528 , 92 ,125,14, 67 ,46,358,243,7,69,57,1,253,9,101,165, 647 , 432 ,6,0,84,42,0,394,529,0, 48 ,17,11,6,1,0,1,264,20,32, 945 ,0,15,9,226,3,4,0,0,2,0,54,0,0,24,1,0,0,134,474," 1,019 "
39,92年,新北市," 20,161 "," 5,341 ",103, 300 ,6, 336 , 670 , 72 ,124,9, 98 ,25,198,242,12,67,63,6,373,7,116,131, 757 , 520 ,10,0,68,20,0,290,567,0, 79 ,16,7,1,1,0,1,156,2,68, 535 ,0,21,0,0,2,2,0,0,2,7,57,0,0,33,1,0,1,162,357, 888 
52,93年,新北市," 21,545 "," 6,507 ",85, 388 ,9, 169 ," 1,457 ", 61 ,141,11, 61 ,18,193,230,5,53,57,5,308,10,67,116," 1,164 ", 837 ,20,0,44,20,0,254,376,0, 53 ,17,2,3,0,0,0,98,0,39, 486 ,0,17,2,25,5,3,0,0,0,0,50,0,1,24,2,1,1,362,567, 824 
65,94年,新北市," 26,127 "," 7,293 ",95, 570 ,3, 186 ," 2,359 ", 84 ,123,7, 51 ,18,200,240,4,50,89,1,174,7,57,93," 2,123 "," 1,640 ",14,1,44,27,121,347,469,0, 68 ,38,1,2,0,0,3,186,0,67, 645 ,0,26,2,71,3,1,0,0,0,1,39,0,0,5,0,0,2,390,469, 528 
78,95年,新北市," 24,669 "," 5,505 ",165," 1,264 ",11," 1,123 "," 2,982 ", 226 ,166,36, 689 ,56,284,304,9,64,125,1,273,8,274,297," 2,864 "," 1,991 ",32,1,245,57,96,321,303,0, 292 ,43,6,4,1,0,3,318,0,110," 2,700 ",0,105,5,68,10,21,0,3,3,4,34,0,2,113,0,7,2,326,26," 1,079 "
91,96年,新北市," 22,558 "," 4,151 ",241," 1,296 ",9," 2,293 "," 5,263 ", 597 ,209,33," 1,445 ",115,359,413,8,81,166,15,627,9,593,572," 3,539 "," 3,655 ",77,0,503,158,148,277,398,0, 589 ,52,17,11,2,0,5,368,0,514," 6,581 ",2,296,3,63,21,42,6,1,1,23,32,0,2,179,2,7,9,309,2," 1,851 "
104,97年,新北市," 21,746 "," 3,892 ",299," 1,580 ",10," 2,394 "," 6,705 ", 726 ,172,34," 1,789 ",126,849,320,11,83,177,1,345,5,670,691," 4,077 "," 3,461 ",107,1,578,166,219,237,392,0," 1,013 ",106,17,15,4,0,4,385,0,700," 9,681 ",1,380,1,53,22,24,3,2,3,18,14,0,1,156,3,4,1,223,5," 1,457 "
117,98年,新北市," 16,250 "," 2,502 ",226," 2,101 ",6," 2,502 "," 7,809 ", 829 ,203,25," 1,902 ",120,754,335,17,38,188,0,399,2,699,836," 3,192 "," 4,881 ",132,3,573,172,295,209,286,0," 1,417 ",137,6,8,5,0,5,282,0,345," 11,173 ",0,462,2,0,56,35,0,5,1,14,13,0,3,125,2,4,3,190,3, 847 
130,99年,新北市," 12,623 "," 1,541 ",203," 1,904 ",3," 2,615 "," 6,335 "," 1,178 ",193,15," 2,243 ",133,454,275,3,56,202,0,255,2,842,706," 2,405 "," 6,036 ",154,5,611,277,167,147,194,0, 830 ,101,9,12,33,0,1,184,0,215," 11,359 ",2,678,1,153,42,43,3,4,4,4,16,0,7,130,1,4,2,184,0, 736 
143,100年,新北市," 11,799 "," 1,126 ",177," 2,020 ",0," 2,717 "," 4,303 "," 1,355 ",181,13," 2,563 ",158,330,282,1,72,224,1,262,0,835,464," 1,861 "," 5,880 ",184,7,744,347,159,126,147,0, 606 ,105,6,3,22,0,5,206,0,126," 11,852 ",0,846,3,20,46,30,0,2,0,0,11,0,4,122,1,8,2,205,1, 787 
156,101年,新北市," 11,465 "," 1,039 ",155," 2,140 ",5," 2,634 "," 4,184 "," 1,570 ",181,22," 2,586 ",172,285,269,7,94,262,0,214,2,910,502," 1,629 "," 5,632 ",498,1,644,389,190,123,117,0, 430 ,127,14,7,14,0,2,241,0,148," 10,956 ",2,786,1,15,45,44,0,2,0,0,9,1,2,108,5,4,6,202,2, 948 
169,102年,新北市," 10,254 ", 798 ,170," 1,477 ",8," 2,227 "," 2,727 "," 1,351 ",55,25," 2,475 ",140,379,163,6,20,364,0,132,0,786,469," 1,546 "," 5,546 ",505,4,610,313,187,81,90,0, 261 ,94,8,8,9,0,3,485,0,278," 12,553 ",1,771,2,0,69,34,1,2,0,0,9,0,4,94,5,5,4,198,2, 890 
182,103年,新北市," 9,871 ", 950 ,220, 896 ,5," 1,840 "," 3,130 "," 1,160 ",59,14," 2,036 ",135,317,108,14,5,450,0,96,1,771,456," 1,610 "," 5,303 ",265,2,482,227,190,76,70,0, 217 ,84,5,20,25,0,1,358,0,403," 11,539 ",2,819,1,91,70,31,1,3,0,1,13,0,1,71,0,2,0,183,1, 834 
195,104年,新北市," 9,185 ", 637 ,88," 1,150 ",4," 2,104 "," 3,289 "," 1,397 ",54,11," 2,256 ",148,367,76,7,11,494,0,134,1,822,460," 1,746 "," 6,804 ",466,0,558,320,199,65,71,0, 267 ,96,5,28,19,0,2,280,0,256," 9,282 ",0,923,1,14,77,34,0,1,0,1,8,0,2,76,4,4,0,242,0, 776 
208,105年,新北市," 8,109 ", 490 ,34," 1,092 ",4," 2,006 "," 3,201 "," 1,433 ",48,16," 2,012 ",115,232,56,3,8,503,0,88,2,885,456," 1,848 "," 8,008 ",367,1,589,359,120,65,55,0, 142 ,99,13,26,22,0,3,264,0,115," 8,306 ",1,887,0,19,84,28,0,2,0,2,6,0,1,85,0,3,2,262,1, 801 
0,89年,澎湖縣,126,2,4,23,0,48,5,6,6,2,31,6,9,4,0,1,3,0,1,0,2,20,4,44,0,0,10,2,0,3,0,0,4,0,0,0,1,0,0,12,0,0,64,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,13,5,27
13,90年,澎湖縣,231,1,3,26,0,75,11,8,6,3,23,3,1,7,0,1,2,0,2,0,3,9,3,15,0,0,7,12,0,2,3,0,2,11,0,0,1,0,0,4,0,0,68,0,3,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,4,15,68
26,91年,澎湖縣,219,0,9,16,0,79,32,11,5,6,29,4,7,14,0,1,0,0,2,0,10,11,2,13,0,0,13,3,0,9,8,0,2,3,0,0,0,0,0,6,0,4,72,0,5,0,186,0,2,0,0,1,0,4,0,1,2,0,0,0,1,4,42
39,92年,澎湖縣,205,3,3,16,0,86,28,7,7,4,15,3,3,15,1,1,0,0,4,0,7,9,14,8,2,0,10,0,0,3,4,0,3,5,1,0,0,0,0,9,0,6,67,0,7,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,24,48
52,93年,澎湖縣,225,1,5,48,1,73,27,14,8,2,44,6,5,14,0,1,1,0,10,0,11,11,9,12,0,0,17,6,0,2,2,0,24,6,0,0,0,0,0,4,0,2,127,0,5,0,0,0,1,0,0,3,0,2,0,1,0,0,0,0,10,31,60
65,94年,澎湖縣,313,0,5,26,0,89,50,18,4,1,33,3,1,5,0,2,7,0,9,0,5,4,16,22,0,0,24,3,5,4,2,0,39,8,0,0,1,0,0,0,0,3,80,0,8,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,21,51
78,95年,澎湖縣,270,1,2,46,0,79,60,21,1,2,32,1,1,10,0,1,7,0,1,0,30,8,9,43,0,0,18,2,6,1,3,0,3,5,0,0,1,0,0,5,0,6,111,0,3,0,1,0,0,0,1,1,0,0,0,0,5,0,0,0,4,0,37
91,96年,澎湖縣,312,0,0,38,0,73,71,14,4,1,37,5,1,5,2,2,9,0,1,0,4,3,28,28,13,0,16,1,3,2,0,0,23,4,0,0,0,0,0,5,0,9,140,0,3,0,2,0,0,0,0,1,0,1,0,0,4,0,0,0,5,0,35
104,97年,澎湖縣,214,1,3,21,0,69,45,18,3,1,29,1,3,2,0,1,2,0,0,0,9,6,41,70,2,1,16,3,6,3,0,0,2,6,0,0,0,0,0,1,0,5,143,1,11,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,20
117,98年,澎湖縣,101,0,0,36,0,79,73,19,7,1,30,0,3,3,0,1,8,0,4,0,13,26,27,16,2,0,15,5,0,1,2,0,8,9,0,0,0,0,0,2,0,8,189,0,13,0,26,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,60
130,99年,澎湖縣,158,0,3,59,0,85,73,14,2,1,24,1,2,0,0,0,9,0,6,0,20,46,12,48,8,0,19,4,2,0,0,0,14,15,0,0,4,0,0,10,0,3,256,0,4,0,36,2,0,0,1,1,0,1,0,0,3,1,0,0,2,0,50
143,100年,澎湖縣,150,1,3,64,0,78,48,9,3,1,28,2,2,3,0,1,7,0,1,0,12,3,39,97,8,0,22,3,4,0,1,0,8,19,0,0,1,0,0,4,0,4,265,0,10,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,31
156,101年,澎湖縣,149,0,1,39,2,79,53,15,3,1,35,0,1,9,0,0,5,0,1,0,11,3,15,38,20,0,22,5,5,3,0,0,9,31,0,0,3,0,0,0,0,9,206,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25
169,102年,澎湖縣,105,1,5,42,0,108,26,16,1,0,52,0,0,3,0,1,4,0,2,0,5,3,6,33,16,1,14,5,0,0,0,0,2,16,0,0,2,0,0,0,0,6,225,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,52
182,103年,澎湖縣,146,3,2,42,0,78,65,16,0,0,38,2,3,3,0,0,5,0,0,0,5,3,4,54,16,0,13,2,1,0,0,0,6,18,1,0,0,0,0,1,0,24,277,0,16,0,36,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,107
195,104年,澎湖縣,125,2,0,30,0,84,112,19,2,0,36,3,0,4,0,2,8,0,2,0,4,5,3,56,31,0,15,11,2,0,0,0,1,8,1,1,2,0,0,1,0,12,281,0,7,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,61
208,105年,澎湖縣,124,8,3,22,0,85,121,35,0,1,40,2,1,5,0,0,2,0,0,0,7,6,4,99,7,0,20,9,0,0,0,0,2,4,2,0,6,0,0,0,0,8,323,0,17,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,56
0,89年,高雄縣," 3,372 ", 872 ,28,161,8,782, 83 ,146,50,8,496,59,27,129,5,26,24,0,156,4,60,98, 752 ," 1,214 ",1,0,116,24,0,102,72,0,17,22,2,15,4,0,2,166,5,17, 811 ,0,8,134,1,2,4,0,0,12,0,10,0,0,35,0,1,0,110,17,365
13,90年,高雄縣," 4,580 "," 1,648 ",29,104,5,622, 137 ,99,37,31,377,37,89,93,3,33,38,0,251,1,72,131, 566 , 443 ,0,0,69,36,0,137,172,0,9,27,6,35,4,0,0,106,12,18," 1,078 ",1,13,64,3,1,6,0,2,7,0,26,0,0,36,0,2,0,78,377,292
26,91年,高雄縣," 5,887 "," 2,172 ",38,78,6,591, 204 ,103,43,67,314,30,101,113,9,49,25,2,123,0,76,94, 862 , 253 ,9,0,68,19,0,190,200,0,13,13,5,0,2,0,0,144,5,17," 1,752 ",1,15,18,82,1,5,1,0,2,0,7,0,0,42,1,2,1,70,730,684
39,92年,高雄縣," 5,831 "," 2,181 ",48,137,3,607, 337 ,64,68,72,338,35,74,94,2,38,47,0,104,3,76,88," 1,058 ", 210 ,15,0,78,22,0,140,162,0,4,35,5,2,0,0,1,118,0,51," 1,675 ",0,13,6,1,1,4,0,0,1,0,17,0,1,43,2,0,0,70,706,667
52,93年,高雄縣," 6,112 "," 1,870 ",29,115,1,483, 715 ,71,45,27,414,23,91,79,4,39,34,0,60,2,48,127," 1,675 ", 454 ,8,0,71,19,0,161,126,0,20,20,4,3,1,0,3,102,0,44," 2,339 ",1,18,1,3,1,7,1,0,2,0,15,0,1,31,0,1,0,141,472,832
65,94年,高雄縣," 6,765 "," 2,179 ",37,67,5,508," 1,433 ",95,65,5,530,16,64,82,1,18,41,4,43,2,72,113," 2,234 ", 726 ,6,2,108,23,35,134,93,0,14,23,4,2,1,0,0,69,0,32," 1,975 ",0,20,1,39,0,5,0,0,2,0,5,0,0,30,1,0,0,95,18,615
78,95年,高雄縣," 5,811 "," 1,643 ",47,159,4,560," 1,788 ",134,59,7,577,23,69,64,0,38,38,0,211,2,80,122," 2,801 ", 546 ,3,2,98,19,31,157,138,0,32,22,5,0,0,0,0,66,0,31," 2,448 ",0,26,3,17,0,7,0,0,1,0,7,0,1,33,0,0,1,97,3,623
91,96年,高雄縣," 5,476 "," 1,634 ",35,167,3,570," 2,093 ",156,73,9,576,22,170,88,5,29,88,0,83,3,72,113," 2,712 ", 661 ,10,3,118,27,25,80,131,0,77,20,1,0,0,0,2,92,0,31," 3,927 ",0,40,6,7,1,10,0,1,4,0,2,0,1,23,0,0,0,68,0,560
104,97年,高雄縣," 5,834 "," 1,493 ",48,150,0,657," 1,965 ",158,55,14,578,18,208,88,4,29,107,0,87,0,102,95," 2,544 ", 688 ,28,0,117,27,107,82,113,0,68,20,1,0,0,0,3,65,0,10," 3,599 ",0,56,1,21,4,12,4,1,1,0,8,0,1,12,1,0,0,69,1,457
117,98年,高雄縣," 4,324 "," 1,043 ",26,198,4,639," 1,973 ",169,46,11,647,24,153,86,0,27,109,0,163,0,97,100," 1,467 ", 697 ,32,0,131,28,30,98,119,0,45,49,2,0,0,0,8,57,0,0," 4,161 ",0,75,0,0,22,1,1,0,0,0,2,0,0,34,1,0,0,46,0,462
130,99年,高雄縣," 4,541 "," 1,167 ",30,195,0,686, 897 ,189,34,7,762,19,68,65,1,10,127,0,119,1,114,102," 1,139 "," 1,010 ",22,1,146,35,25,57,102,0,34,64,1,0,48,0,1,42,0,7," 4,526 ",1,100,1,111,13,10,0,0,0,0,1,0,0,13,1,0,0,53,0,458
143,100年,高雄縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,101年,高雄縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,102年,高雄縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,103年,高雄縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,104年,高雄縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,105年,高雄縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89年,連江縣,21,1,0,0,0,7,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
13,90年,連江縣,13,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,91年,連江縣,18,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
39,92年,連江縣,8,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,93年,連江縣,12,0,1,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,3,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
65,94年,連江縣,12,0,0,2,0,20,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,95年,連江縣,3,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,96年,連江縣,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,97年,連江縣,2,0,0,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
117,98年,連江縣,2,0,0,0,0,3,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,99年,連江縣,10,1,0,1,0,4,3,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
143,100年,連江縣,8,0,0,0,0,9,0,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,101年,連江縣,8,0,0,0,0,6,2,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
169,102年,連江縣,6,0,0,0,0,8,5,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,103年,連江縣,6,1,0,0,0,8,3,3,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,1,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
195,104年,連江縣,5,0,0,1,0,6,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,105年,連江縣,9,0,0,1,0,9,14,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,89年,臺中縣," 8,132 "," 3,562 ",33,225,0,212, 33 ,43,28,0,87,29,32,60,3,17,29,0,190,9,18,62, 983 ," 1,607 ",0,0,39,25,0,147,49,0,22,6,6,0,1,0,4,41,4,3, 455 ,0,2,45,0,0,3,0,0,0,0,7,0,0,15,1,1,0,135,18, 153 
13,90年,臺中縣," 8,249 "," 3,772 ",21,162,1,300, 82 ,56,38,1,78,22,124,56,5,21,36,1,82,3,43,90, 752 , 699 ,1,0,41,26,0,90,118,0,21,10,4,1,2,0,9,89,4,8, 947 ,0,6,38,16,0,3,2,0,0,0,22,0,0,15,0,0,0,115,46, 238 
26,91年,臺中縣," 9,853 "," 3,030 ",15,254,5,418, 373 ,79,42,0,123,32,115,104,3,9,36,0,94,4,80,102, 991 , 242 ,1,0,44,20,0,143,171,0,32,27,3,3,1,0,1,83,9,16," 1,386 ",0,7,12,55,1,5,0,0,1,0,11,0,0,29,0,0,0,123,80, 799 
39,92年,臺中縣," 9,707 "," 2,536 ",15,226,5,306, 494 ,62,38,0,164,29,137,116,7,29,30,0,137,4,56,89," 1,052 ", 181 ,0,0,49,20,0,103,130,0,38,19,10,10,6,0,9,85,4,26," 1,548 ",0,7,3,1,1,3,0,1,0,0,18,0,0,23,0,0,0,116,1, 600 
52,93年,臺中縣," 8,514 "," 2,853 ",17,168,1,309, 751 ,66,37,3,191,18,112,95,4,40,31,1,82,8,42,74," 1,615 ", 302 ,7,0,47,15,0,87,134,0,83,6,2,4,1,0,9,52,0,25," 1,714 ",0,12,2,44,1,6,0,0,2,0,11,0,0,21,0,1,1,170,2, 711 
65,94年,臺中縣," 9,487 "," 2,438 ",12,128,2,384," 1,287 ",64,38,2,183,19,38,100,3,19,47,1,95,3,67,86," 1,807 ", 474 ,3,1,61,18,29,87,161,0,95,30,4,1,3,0,6,72,0,36," 2,110 ",0,5,6,70,2,7,0,0,1,0,10,0,0,28,0,1,0,134,125, 520 
78,95年,臺中縣," 8,392 "," 1,930 ",48,262,1,377," 1,918 ",73,44,3,256,23,54,76,4,18,68,0,114,2,89,107," 1,817 ", 251 ,8,2,83,21,25,119,179,0,135,47,1,2,0,0,6,126,0,9," 2,164 ",0,29,3,26,0,8,0,0,1,0,6,0,0,37,0,1,0,100,11, 543 
91,96年,臺中縣," 7,797 "," 1,667 ",39,317,1,408," 1,881 ",126,35,9,241,23,205,86,2,16,53,0,117,2,84,81," 2,095 ", 399 ,6,1,121,30,34,103,149,0,146,33,3,2,0,0,14,173,0,20," 3,294 ",0,36,4,5,3,6,2,0,0,0,3,0,1,38,0,1,1,66,0," 1,014 "
104,97年,臺中縣," 6,829 "," 1,227 ",25,334,3,424," 1,982 ",130,28,1,188,20,231,111,6,29,49,0,116,2,92,100," 2,333 ", 410 ,6,0,103,45,36,78,104,0,104,44,0,2,0,0,9,105,0,27," 3,683 ",0,47,2,17,3,11,1,0,1,0,3,0,0,33,0,0,0,77,0, 490 
117,98年,臺中縣," 5,866 ", 974 ,50,295,3,269," 2,834 ",106,26,2,115,13,131,57,9,18,55,0,69,1,76,116," 1,635 ", 436 ,49,0,96,24,118,43,105,0,119,17,1,1,0,0,7,148,0,11," 1,504 ",0,38,1,0,9,4,0,0,1,0,4,0,0,18,0,0,0,80,0, 221 
130,99年,臺中縣," 4,750 ", 768 ,30,481,1,249," 1,472 ",84,16,2,172,21,72,40,4,35,110,0,110,2,76,55," 1,346 ", 890 ,47,0,62,30,63,32,65,0,87,18,0,1,30,0,11,116,0,7," 1,673 ",0,52,0,98,4,1,0,0,0,0,3,0,0,15,0,3,0,63,0, 212 
143,100年,臺中縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,101年,臺中縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,102年,臺中縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,103年,臺中縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,104年,臺中縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,105年,臺中縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89年,新竹市," 3,431 ",617,15,32,1,93, 26 ,14,29,0,23,23,22,19,0,2,6,0,18,0,9,50,99,464,1,0,15,8,0,56,75,0,18,1,1,1,0,0,0,30,1,4, 240 ,0,2,40,0,0,2,0,0,0,0,2,0,0,10,0,3,0,29,8,100
13,90年,新竹市," 4,067 ",752,15,40,1,126, 37 ,26,35,1,36,19,80,29,1,16,14,4,32,2,11,36,157,248,0,0,21,12,0,67,73,0,20,1,0,2,0,0,0,53,2,2, 434 ,0,0,47,2,0,1,0,0,0,0,13,0,0,8,0,0,1,46,22,118
26,91年,新竹市," 5,043 ",861,15,35,1,143, 46 ,14,21,0,26,12,73,57,0,16,7,1,55,3,13,29,306,264,0,0,12,6,0,94,101,0,7,3,0,0,0,0,0,47,1,7, 415 ,0,3,0,40,2,1,0,0,0,0,8,0,0,2,0,0,0,57,11,152
