時間	一般恐嚇取財	擄人勒贖	侵占	偽造文書印文	第一級毒品	第二級毒品	第三級毒品	第四級毒品	其他
95年 8月	 12 	0	 1 	 3 	 125 	 18 	0	0	 1 
95年 9月	 1 	0	 4 	 6 	 136 	 13 	 1 	0	 1 
95年 10月	 2 	0	 2 	 4 	 43 	 4 	0	0	0
95年 11月	 2 	0	 2 	 5 	 75 	 4 	0	0	0
95年 12月	 2 	0	 6 	 2 	 64 	 7 	0	0	0
96年	 48 	 2 	 31 	 47 	 850 	 185 	 2 	 4 	 8 
96年 1月	 4 	0	 6 	 9 	 44 	 7 	0	0	 2 
96年 2月	 4 	0	 1 	 3 	 107 	 15 	0	0	 3 
96年 3月	0	0	 4 	 6 	 92 	 19 	 1 	 3 	0
96年 4月	 2 	0	 4 	 2 	 41 	 10 	0	 1 	 1 
96年 5月	 1 	0	 3 	 4 	 68 	 21 	0	0	 2 
96年 6月	 2 	0	0	 4 	 63 	 10 	 1 	0	0
96年 7月	 15 	0	 3 	 3 	 82 	 15 	0	0	0
96年 8月	 1 	 1 	 3 	 2 	 92 	 18 	0	0	0
96年 9月	 1 	0	0	 2 	 55 	 25 	0	0	0
96年 10月	 12 	 1 	 3 	 5 	 88 	 23 	0	0	0
96年 11月	 2 	0	 2 	 1 	 68 	 13 	0	0	0
96年 12月	 4 	0	 2 	 6 	 50 	 9 	0	0	0
97年	 74 	 1 	 48 	 39 	 1,155 	 196 	 3 	 1 	0
97年 1月	 14 	0	 2 	0	 86 	 11 	0	0	0
97年 2月	 1 	0	 1 	 2 	 85 	 25 	0	0	0
97年 3月	 1 	0	 6 	0	 88 	 22 	0	0	0
97年 4月	 1 	0	 6 	 7 	 95 	 13 	0	0	0
97年 5月	 7 	0	 6 	 3 	 87 	 22 	0	 1 	0
97年 6月	 6 	0	 2 	 4 	 118 	 14 	 1 	0	0
97年 7月	 3 	0	 1 	 3 	 106 	 22 	0	0	0
97年 8月	 12 	0	 2 	 5 	 99 	 24 	0	0	0
97年 9月	 2 	0	 2 	 9 	 98 	 10 	 2 	0	0
97年 10月	 21 	 1 	 3 	 2 	 121 	 18 	0	0	0
97年 11月	 1 	0	 7 	 1 	 113 	 9 	0	0	0
97年 12月	 5 	0	 10 	 3 	 59 	 6 	0	0	0
98年	 30 	0	 49 	 57 	 676 	 248 	 12 	0	0
98年 1月	 2 	0	 3 	 1 	 70 	 13 	 2 	0	0
98年 2月	 2 	0	 2 	 10 	 81 	 15 	 1 	0	0
98年 3月	 3 	0	0	 5 	 57 	 14 	 1 	0	0
98年 4月	 1 	0	 7 	 7 	 58 	 25 	0	0	0
98年 5月	 4 	0	 4 	 3 	 53 	 17 	 2 	0	0
98年 6月	 2 	0	 5 	 3 	 26 	 12 	 1 	0	0
98年 7月	 3 	0	 5 	 8 	 58 	 27 	0	0	0
98年 8月	 1 	0	 4 	 5 	 72 	 14 	 3 	0	0
98年 9月	 4 	0	 4 	 3 	 61 	 34 	0	0	0
98年 10月	 4 	0	 9 	 3 	 50 	 22 	 2 	0	0
98年 11月	 3 	0	 2 	 6 	 50 	 33 	0	0	0
98年 12月	 1 	0	 4 	 3 	 40 	 22 	0	0	0
99年	 18 	0	 67 	 51 	 667 	 518 	 11 	0	 1 
99年 1月	0	0	 8 	 4 	 35 	 28 	0	0	0
99年 2月	 1 	0	 7 	 7 	 59 	 36 	0	0	0
99年 3月	 4 	0	 8 	 2 	 60 	 44 	0	0	0
99年 4月	 1 	0	 4 	 8 	 49 	 35 	0	0	0
99年 5月	0	0	 5 	 5 	 28 	 48 	 1 	0	0
99年 6月	 2 	0	 1 	 3 	 41 	 32 	 2 	0	0
99年 7月	 1 	0	 5 	 4 	 43 	 39 	0	0	0
99年 8月	 2 	0	 6 	 2 	 77 	 42 	 4 	0	0
99年 9月	 1 	0	 5 	 6 	 54 	 55 	0	0	 1 
99年 10月	 2 	0	 3 	 4 	 66 	 59 	 3 	0	0
99年 11月	 2 	0	 7 	 2 	 97 	 55 	 1 	0	0
99年 12月	 2 	0	 8 	 4 	 58 	 45 	0	0	0
100年	 34 	 1 	 65 	 57 	 764 	 457 	 19 	0	0
100年 1月	 3 	0	 6 	 4 	 95 	 61 	 1 	0	0
100年 2月	 3 	0	 4 	 2 	 54 	 48 	0	0	0
100年 3月	 1 	0	 2 	 5 	 60 	 35 	 1 	0	0
100年 4月	 2 	0	 7 	 4 	 71 	 27 	 2 	0	0
100年 5月	0	0	 4 	 10 	 62 	 42 	 1 	0	0
100年 6月	 1 	0	 8 	 4 	 59 	 27 	 3 	0	0
100年 7月	 6 	0	 4 	 3 	 85 	 43 	0	0	0
100年 8月	 5 	 1 	 8 	 5 	 70 	 55 	 4 	0	0
100年 9月	 5 	0	 7 	 6 	 55 	 23 	 2 	0	0
100年 10月	 3 	0	 3 	 4 	 66 	 33 	 3 	0	0
100年 11月	 1 	0	 4 	 6 	 68 	 38 	 1 	0	0
100年 12月	 4 	0	 8 	 4 	 19 	 25 	 1 	0	0
101年	 14 	0	 48 	 40 	 636 	 460 	 17 	0	0
101年 1月	 1 	0	 1 	 1 	 64 	 35 	 1 	0	0
101年 2月	 2 	0	 3 	 5 	 43 	 35 	 1 	0	0
101年 3月	 1 	0	 5 	 3 	 54 	 36 	0	0	0
101年 4月	0	0	 6 	0	 64 	 41 	 2 	0	0
101年 5月	 2 	0	 3 	 5 	 67 	 38 	0	0	0
101年 6月	0	0	 6 	 5 	 11 	 12 	0	0	0
101年 7月	0	0	 4 	 2 	 53 	 46 	 4 	0	0
101年 8月	 1 	0	 3 	 4 	 80 	 50 	 3 	0	0
101年 9月	 1 	0	 7 	 4 	 49 	 44 	 1 	0	0
101年 10月	 3 	0	 5 	 4 	 42 	 35 	 4 	0	0
101年 11月	 1 	0	 3 	 3 	 72 	 52 	 1 	0	0
101年 12月	 2 	0	 2 	 4 	 37 	 36 	0	0	0
102年	 13 	0	 93 	 49 	 518 	 374 	 34 	 1 	0
102年 1月	0	0	 4 	 2 	 46 	 34 	 3 	0	0
102年 2月	0	0	 9 	 2 	 56 	 32 	 1 	 1 	0
102年 3月	 1 	0	 10 	 5 	 57 	 28 	 2 	0	0
102年 4月	 1 	0	 13 	 7 	 54 	 26 	 1 	0	0
102年 5月	0	0	 6 	 4 	 47 	 29 	 5 	0	0
102年 6月	 3 	0	 7 	 4 	 38 	 34 	0	0	0
102年 7月	 3 	0	 8 	 2 	 22 	 30 	 10 	0	0
102年 8月	 1 	0	 6 	 2 	 56 	 42 	 4 	0	0
102年 9月	 2 	0	 9 	 5 	 30 	 34 	 1 	0	0
102年 10月	 2 	0	 5 	 7 	 48 	 44 	 2 	0	0
102年 11月	0	0	 8 	 4 	 42 	 28 	 4 	0	0
102年 12月	0	0	 8 	 5 	 22 	 13 	 1 	0	0
103年	 20 	0	 60 	 45 	 434 	 468 	 24 	0	 2 
103年 1月	 3 	0	 4 	 1 	 38 	 30 	 5 	0	0
103年 2月	 3 	0	 3 	 3 	 47 	 45 	 2 	0	0
103年 3月	 1 	0	 5 	 1 	 32 	 28 	 2 	0	0
103年 4月	 2 	0	 9 	 2 	 31 	 41 	 2 	0	0
103年 5月	 1 	0	 6 	 1 	 32 	 34 	 2 	0	0
103年 6月	0	0	 5 	 5 	 37 	 51 	 1 	0	0
103年 7月	 2 	0	 2 	 3 	 32 	 37 	 4 	0	0
103年 8月	 2 	0	 7 	 5 	 33 	 40 	 1 	0	 2 
103年 9月	 1 	0	 8 	 10 	 53 	 55 	 1 	0	0
103年 10月	 1 	0	 3 	 6 	 36 	 46 	0	0	0
103年 11月	 2 	0	 3 	 4 	 38 	 31 	 2 	0	0
103年 12月	 2 	0	 5 	 4 	 25 	 30 	 2 	0	0
104年	 21 	0	 70 	 51 	 502 	 685 	 25 	0	0
104年 1月	 1 	0	 4 	 5 	 26 	 35 	 1 	0	0
104年 2月	 2 	0	 4 	 4 	 27 	 33 	 2 	0	0
104年 3月	 3 	0	 9 	 3 	 51 	 69 	0	0	0
104年 4月	 1 	0	 8 	 6 	 46 	 75 	0	0	0
104年 5月	 4 	0	 8 	 4 	 26 	 43 	 1 	0	0
104年 6月	 1 	0	 3 	 1 	 51 	 53 	0	0	0
104年 7月	 3 	0	 3 	 5 	 49 	 31 	 2 	0	0
104年 8月	 1 	0	 8 	 4 	 51 	 71 	 9 	0	0
104年 9月	 2 	0	 4 	 5 	 52 	 73 	 6 	0	0
104年 10月	0	0	 7 	 5 	 45 	 84 	 2 	0	0
104年 11月	 1 	0	 3 	 4 	 53 	 73 	 1 	0	0
104年 12月	 2 	0	 9 	 5 	 25 	 45 	 1 	0	0
105年	 18 	0	 84 	 40 	 635 	 959 	 12 	0	0
105年 1月	 2 	0	 6 	 4 	 34 	 50 	0	0	0
105年 2月	 1 	0	 4 	 7 	 18 	 34 	 2 	0	0
105年 3月	 3 	0	 6 	 3 	 48 	 85 	 1 	0	0
105年 4月	 1 	0	 4 	 3 	 53 	 86 	 2 	0	0
105年 5月	 2 	0	 12 	 2 	 42 	 82 	 2 	0	0
105年 6月	 2 	0	 7 	 3 	 33 	 54 	 1 	0	0
105年 7月	 3 	0	 2 	 3 	 62 	 121 	0	0	0
105年 8月	0	0	 17 	 6 	 89 	 100 	 2 	0	0
105年 9月	 1 	0	 6 	 5 	 49 	 77 	0	0	0
105年 10月	 3 	0	 7 	 2 	 83 	 108 	0	0	0
105年 11月	0	0	 8 	 2 	 56 	 64 	 1 	0	0
105年 12月	0	0	 5 	0	 68 	 98 	 1 	0	0
