時間	一般恐嚇取財	擄人勒贖	侵占	偽造文書印文	第一級毒品	第二級毒品	第三級毒品	第四級毒品	其他
102年 4月	0	0	0	0	 1 	0	 1 	0	0
102年 5月	0	0	0	 1 	0	 3 	0	 1 	0
102年 6月	 1 	0	 2 	 1 	0	 3 	 3 	0	0
102年 7月	0	0	0	0	0	0	 2 	0	0
102年 8月	0	0	 1 	0	 2 	 4 	 2 	0	0
102年 9月	0	0	0	0	0	 3 	0	0	0
102年 10月	0	0	0	 1 	0	 2 	0	0	0
102年 11月	0	0	 1 	0	 1 	 7 	0	0	0
102年 12月	0	0	0	0	0	 4 	0	0	0
103年	0	0	 5 	 3 	 4 	 54 	 16 	0	0
103年 1月	0	0	 2 	0	 3 	 3 	 1 	0	0
103年 2月	0	0	0	0	0	 2 	0	0	0
103年 3月	0	0	 1 	 1 	0	 5 	 2 	0	0
103年 4月	0	0	0	0	0	0	 2 	0	0
103年 5月	0	0	0	0	 1 	 2 	0	0	0
103年 6月	0	0	0	0	0	 3 	 4 	0	0
103年 7月	0	0	0	 1 	0	 6 	 2 	0	0
103年 8月	0	0	0	0	0	 16 	 1 	0	0
103年 9月	0	0	0	0	0	 9 	 4 	0	0
103年 10月	0	0	 1 	 1 	0	 3 	0	0	0
103年 11月	0	0	 1 	0	0	 5 	0	0	0
103年 12月	0	0	0	0	0	0	0	0	0
104年	 2 	0	 4 	 5 	 3 	 56 	 31 	0	0
104年 1月	0	0	0	0	0	 3 	0	0	0
104年 2月	0	0	0	0	 1 	 16 	 4 	0	0
104年 3月	0	0	 1 	0	0	0	 4 	0	0
104年 4月	0	0	0	0	 1 	 9 	 4 	0	0
104年 5月	0	0	0	 1 	 1 	 7 	 1 	0	0
104年 6月	0	0	 1 	 1 	0	 4 	 4 	0	0
104年 7月	0	0	0	 1 	0	 2 	 2 	0	0
104年 8月	 1 	0	0	0	0	 3 	 1 	0	0
104年 9月	0	0	0	 1 	0	 1 	 5 	0	0
104年 10月	 1 	0	0	0	0	 5 	 4 	0	0
104年 11月	0	0	0	 1 	0	 3 	0	0	0
104年 12月	0	0	 2 	0	0	 3 	 2 	0	0
105年	0	0	 7 	 6 	 4 	 99 	 7 	0	 2 
105年 1月	0	0	 1 	 2 	0	 6 	0	0	0
105年 2月	0	0	 1 	0	 1 	 6 	 1 	0	0
105年 3月	0	0	 1 	0	0	 9 	 1 	0	0
105年 4月	0	0	 1 	 1 	0	 8 	 3 	0	0
105年 5月	0	0	0	0	0	 7 	 1 	0	0
105年 6月	0	0	0	0	0	 10 	0	0	0
105年 7月	0	0	0	0	0	 7 	 1 	0	 1 
105年 8月	0	0	 1 	0	0	 12 	0	0	0
105年 9月	0	0	0	 1 	0	 3 	0	0	0
105年 10月	0	0	0	 1 	0	 7 	0	0	 1 
105年 11月	0	0	 1 	 1 	 3 	 12 	0	0	0
105年 12月	0	0	 1 	0	0	 12 	0	0	0
