時間	偽造貨幣	偽造度量衡	偽證	誣告	湮滅證據	藏匿頂替	脫逃	違反槍砲彈藥刀械管制條例	其他
101年 4月	0	0	0	 5 	 1 	0	 1 	 9 	 44 
101年 5月	 1 	0	0	 9 	 1 	0	0	 10 	 44 
101年 6月	0	0	0	 2 	0	0	0	 3 	 34 
101年 7月	0	0	0	 3 	0	 1 	0	 11 	 70 
101年 8月	0	0	0	 2 	0	0	0	 9 	 57 
101年 9月	0	0	0	 4 	0	0	0	 13 	 33 
101年 10月	0	0	0	 2 	0	 2 	0	 10 	 67 
101年 11月	0	0	0	0	0	0	 2 	 3 	 53 
101年 12月	0	0	0	 1 	0	 1 	0	 8 	 50 
102年	 3 	0	 1 	 32 	 3 	 4 	 1 	 116 	 660 
102年 1月	0	0	0	 4 	0	 1 	0	 6 	 75 
102年 2月	0	0	0	 1 	0	0	0	 41 	 71 
102年 3月	 1 	0	0	 3 	 1 	 3 	0	 6 	 46 
102年 4月	0	0	0	 1 	0	0	0	 2 	 50 
102年 5月	0	0	 1 	0	0	0	0	 9 	 49 
102年 6月	0	0	0	 4 	 1 	0	0	 5 	 36 
102年 7月	 1 	0	0	 7 	 1 	0	0	 8 	 60 
102年 8月	0	0	0	 5 	0	0	0	 16 	 92 
102年 9月	0	0	0	 2 	0	0	0	 7 	 56 
102年 10月	0	0	0	 3 	0	0	0	 8 	 57 
102年 11月	 1 	0	0	 1 	0	0	 1 	 6 	 45 
102年 12月	0	0	0	 1 	0	0	0	 2 	 23 
103年	 14 	0	0	 24 	 1 	 3 	0	 155 	 509 
103年 1月	 1 	0	0	 2 	0	0	0	 27 	 51 
103年 2月	 2 	0	0	 1 	0	0	0	 31 	 60 
103年 3月	 3 	0	0	 6 	 1 	0	0	 5 	 44 
103年 4月	0	0	0	 2 	0	 1 	0	 8 	 43 
103年 5月	 4 	0	0	 1 	0	0	0	 9 	 45 
103年 6月	0	0	0	 1 	0	0	0	 9 	 23 
103年 7月	0	0	0	 1 	0	0	0	 11 	 51 
103年 8月	0	0	0	 2 	0	0	0	 12 	 72 
103年 9月	0	0	0	0	0	0	0	 11 	 36 
103年 10月	0	0	0	 2 	0	0	0	 14 	 29 
103年 11月	 1 	0	0	 4 	0	 2 	0	 9 	 27 
103年 12月	 3 	0	0	 2 	0	0	0	 9 	 28 
104年	 6 	0	 1 	 29 	 3 	 3 	0	 178 	 538 
104年 1月	 2 	0	 1 	 2 	0	0	0	 2 	 32 
104年 2月	0	0	0	 1 	 2 	0	0	 37 	 45 
104年 3月	0	0	0	 4 	0	 1 	0	 14 	 61 
104年 4月	 1 	0	0	 3 	0	0	0	 7 	 58 
104年 5月	0	0	0	 2 	0	0	0	 15 	 54 
104年 6月	0	0	0	 2 	 1 	0	0	 15 	 41 
104年 7月	0	0	0	 2 	0	 2 	0	 16 	 46 
104年 8月	0	0	0	 1 	0	0	0	 13 	 56 
104年 9月	 1 	0	0	 2 	0	0	0	 14 	 35 
104年 10月	0	0	0	 1 	0	0	0	 19 	 33 
104年 11月	 1 	0	0	 6 	0	0	0	 13 	 42 
104年 12月	 1 	0	0	 3 	0	0	0	 13 	 35 
105年	 11 	0	0	 23 	0	 2 	0	 208 	 405 
105年 1月	 1 	0	0	 1 	0	0	0	 20 	 33 
105年 2月	0	0	0	 2 	0	0	0	 12 	 26 
105年 3月	 1 	0	0	 4 	0	0	0	 19 	 32 
105年 4月	 1 	0	0	 2 	0	0	0	 19 	 38 
105年 5月	 1 	0	0	 1 	0	0	0	 27 	 35 
105年 6月	 2 	0	0	 3 	0	0	0	 12 	 25 
105年 7月	 2 	0	0	 3 	0	0	0	 16 	 32 
105年 8月	 2 	0	0	 1 	0	0	0	 25 	 59 
105年 9月	0	0	0	 1 	0	0	0	 17 	 35 
105年 10月	 1 	0	0	 3 	0	 1 	0	 8 	 28 
105年 11月	0	0	0	 2 	0	 1 	0	 21 	 30 
105年 12月	0	0	0	0	0	0	0	 12 	 32 
